weight logl rho_DM_0 r_s rho_b0 r_b Sigma_0 R_d
2.767163697537809512e-226 -8.366353889519174345e+02 3.768828570365472697e+06 2.348728135586616617e+01 1.581795595097265234e+13 3.000339451019207529e-02 2.731188605574297981e+02 5.780500664794484322e+00
3.642207301645617275e-226 -8.363581219122166885e+02 2.198576668703855481e+06 3.912539445463087873e+01 1.875013257609176562e+13 2.256425431938795592e-02 4.328354113551332603e+02 6.174098660802687988e+00
4.549999373658028340e-226 -8.361330847163238786e+02 2.579254029609863646e+06 3.014196844894264515e+01 7.712871265948524414e+12 3.807877701242588092e-02 4.634199531283185820e+02 6.493762640343791581e+00
8.645996362544531929e-226 -8.354886154460934904e+02 2.379985832368581090e+06 3.335242950047984323e+01 1.002467762554882812e+13 3.471841128569865681e-02 3.133220995848932944e+02 3.248450249143354895e+00
2.898080033317387981e-225 -8.342765782583762757e+02 1.553703443971198751e+06 2.990870251194001028e+01 1.035864599423834375e+13 3.374232698982054107e-02 3.596704204430367895e+02 5.125337244542985893e+00
3.210983325370094010e-225 -8.341715494965122843e+02 1.780757901100597577e+06 4.239631689249330293e+01 1.103568543308569336e+13 3.230806749655601440e-02 3.429738507355489787e+02 7.122415075848230970e+00
8.392939801217138704e-225 -8.332082358660591126e+02 3.798610746176599525e+06 1.982487939757412221e+01 1.244795860802544727e+13 3.326978342663836768e-02 3.904987710336302484e+02 5.152306714379123243e+00
1.078016626408904579e-224 -8.329554187298884926e+02 2.289265223525559530e+06 2.142907489828958489e+01 8.531068443025744141e+12 3.465154745132272007e-02 3.525955959353220805e+02 7.708033287236533582e+00
2.765093051636977780e-224 -8.320109673378381103e+02 4.459183658039536327e+06 1.745767738359733912e+01 1.938201496719677344e+13 2.782423792401781878e-02 3.683572553927714353e+02 5.355907621645026317e+00
2.847224445338402621e-224 -8.319791969847173050e+02 3.592170314406755846e+06 1.962599251229967123e+01 1.576703668107985352e+13 2.735098785075398137e-02 3.305866702457806241e+02 8.014775958258583799e+00
3.833951013893838707e-224 -8.316791457578615336e+02 2.168182536006109789e+06 1.895485226342576368e+01 7.902605705355513672e+12 3.340505578680272314e-02 4.937291180977596809e+02 8.817207807622665428e+00
4.598330022916510760e-224 -8.314948484265570414e+02 3.036567614150983281e+06 2.104170368643538680e+01 9.800402517227320312e+12 3.579427857762720183e-02 4.252213380072109317e+02 7.395931251633740544e+00
6.743388157353060436e-224 -8.311094791330559701e+02 2.924414873999921605e+06 2.002124476353246152e+01 6.766426312699474609e+12 3.971543082117254264e-02 3.849511356522733081e+02 9.466970631423610172e+00
9.976772489919199695e-224 -8.307152819854258041e+02 2.123301430830436293e+06 3.805129184373556939e+01 1.059600858358073438e+13 2.963427187655953352e-02 3.616672624891631926e+02 3.590400651336121296e+00
1.336672258121744677e-223 -8.304202733968720622e+02 3.334040305681683123e+06 1.800891012755708687e+01 8.070876974215605469e+12 3.644188400937167782e-02 4.115820723882378047e+02 9.490644936610070914e+00
1.560899954640665226e-223 -8.302626939837246027e+02 1.583368579759344459e+06 3.185397234988634096e+01 7.477763410316687500e+12 3.656087240747129402e-02 3.384166050415788050e+02 8.090732431950915071e+00
1.745531335231326445e-223 -8.301483975332365617e+02 3.012534728598461486e+06 4.066827658136883628e+01 5.685027702986417969e+12 4.067843015182950189e-02 2.681200306276674041e+02 3.350778178270573449e+00
2.169977271510831413e-223 -8.299282398391077322e+02 1.532006414718738757e+06 1.498458410808649255e+01 8.742031845701970703e+12 3.715404099459190812e-02 4.977874471546960535e+02 8.457409314318532267e+00
2.178700034257125570e-223 -8.299217281482732460e+02 3.633769083524901886e+06 2.164297840456383426e+01 6.259605278453180664e+12 4.329369076728418336e-02 2.774250773082960677e+02 5.696343350518534798e+00
3.016276056095873906e-223 -8.295939335561544112e+02 4.422135525105293840e+06 2.310254671657562398e+01 1.807826312487362891e+13 2.218174512009078378e-02 4.174468704190059043e+02 6.831370642228369761e+00
6.961185576072343270e-223 -8.287551067314175270e+02 4.920450162365047261e+06 1.891091372307263185e+01 1.184742391563484570e+13 3.143521409333450284e-02 4.109271665625333299e+02 2.793948891602390905e+00
9.144797579951120976e-223 -8.284797713855543861e+02 3.537802886336914729e+06 1.928787618907487911e+01 1.397708340894131836e+13 3.036190636816098534e-02 4.989574603873405749e+02 7.383716586249447822e+00
9.613390783546803948e-223 -8.284272995328192337e+02 4.732752897688746452e+06 2.916263683873157220e+01 1.811880021278005859e+13 2.563829666414035868e-02 4.831495036395633065e+02 4.406092436445041116e+00
3.630250532573207745e-222 -8.270960697765201530e+02 2.466833553448244464e+06 2.744886189416412137e+01 8.698606549553273438e+12 3.320772421813010522e-02 4.164175877821235758e+02 8.551951217732026933e+00
4.140382206611381647e-222 -8.269620833356395906e+02 2.803474549689123407e+06 1.422721901198731764e+01 7.234999621427017578e+12 3.745515650424776494e-02 4.300980725862098666e+02 9.659936951058210042e+00
5.146832023403802541e-222 -8.267419900553410343e+02 2.965698296606287360e+06 2.240246544158726039e+01 1.798384839989979297e+13 2.790036499437130793e-02 3.226943952966115603e+02 7.394069335125807996e+00
7.071280955867509555e-222 -8.264218297942794607e+02 1.946136343622449785e+06 3.404586465507173898e+01 7.016140768227740234e+12 4.141221974939403305e-02 3.177703061104419930e+02 4.386578473572452452e+00
8.034795170202306925e-222 -8.262915899329849481e+02 4.348534396855697036e+06 2.203254802241146137e+01 8.545637951183477539e+12 3.724454797067225376e-02 2.094221758722528648e+02 6.848519401908713000e+00
1.794397302542883392e-221 -8.254856171457004166e+02 2.501077765671212692e+06 2.345783993366788422e+01 1.710358407487516016e+13 2.308755791657161188e-02 4.773399718403546217e+02 6.580171670264870265e+00
3.124579886390650794e-221 -8.249284865088631022e+02 4.196491208002061583e+06 2.154382185373234648e+01 1.767469247373982812e+13 2.141067766018037513e-02 4.524023236271715405e+02 5.139995876087261273e+00
3.527872834882689138e-221 -8.248045912536985043e+02 1.852785868370365817e+06 4.795898424062325915e+01 9.950907883439734375e+12 2.798671858233527446e-02 4.888645047726799362e+02 5.514810372500659419e+00
3.830663869907658139e-221 -8.247197482243076365e+02 4.848889293880142272e+06 2.158828422952305459e+01 9.754888532142205078e+12 3.626698381195561649e-02 2.457010416220668105e+02 4.489234316960205362e+00
4.044708410088496348e-221 -8.246628768852516487e+02 3.406829715030888561e+06 1.711269569440052862e+01 1.171244519901692188e+13 3.309610390107710354e-02 4.635045364612133199e+02 7.791394012177594419e+00
8.288454068551164946e-220 -8.216403377833852346e+02 3.984112473779117689e+06 3.145139366082135624e+01 1.336507609676849219e+13 2.872249741002014245e-02 2.476851129751153735e+02 5.929812558810267475e+00
8.934682716218528061e-220 -8.215627606159002880e+02 4.388928820869222283e+06 2.511951428262401720e+01 1.037797474400211328e+13 3.542277803040629752e-02 3.320256518438187072e+02 3.136414683704441320e+00
9.665956548251455743e-220 -8.214815911755706566e+02 4.351868483815602027e+06 3.018797529074115715e+01 5.971993582214658203e+12 3.766143988639662071e-02 4.636465617773658892e+02 1.665700546514288227e+00
3.207778122504312293e-219 -8.202795376368665075e+02 3.971626895725545939e+06 1.572685383264394332e+01 1.821254585169429688e+13 2.750573895833581181e-02 3.669595186536512301e+02 8.382544131021610667e+00
6.313413755726647683e-219 -8.195999396231627543e+02 3.265728652646821458e+06 3.571377201861126593e+01 7.711999637524916016e+12 3.745440326232427064e-02 3.890440747272815543e+02 4.280664970050097828e+00
6.759673538930613918e-219 -8.195291415648398470e+02 3.841726942148551811e+06 2.061158141302600910e+01 1.823080769545943359e+13 2.438683437015585348e-02 4.538831535772164898e+02 3.378558365393775631e+00
1.310827770845688689e-218 -8.188643722438780514e+02 3.711456077993027400e+06 1.888959262981263265e+01 8.285521089602098633e+12 3.541254113993704683e-02 3.005331292418981661e+02 6.712594097018939721e+00
3.195872639055285349e-218 -8.179706708906747963e+02 1.584355318663181737e+06 1.220668217554319135e+01 5.321626336298328125e+12 4.489559887645691583e-02 4.737022883305991741e+02 6.365440563199203261e+00
4.702809571202314822e-218 -8.175818709564539404e+02 4.330077753026394174e+06 2.265532295004171104e+01 1.081461462107040625e+13 2.807965557588361014e-02 3.534750387964651281e+02 4.205342443624170201e+00
5.795370832728566495e-218 -8.173704716010898892e+02 2.968437902898714878e+06 3.933193566002799457e+01 6.368944965864249023e+12 3.652861857154483805e-02 2.990295739307537133e+02 5.223988078843740723e+00
7.093861723121885378e-218 -8.171658012036042464e+02 4.686588046991681680e+06 2.946779223274767645e+01 1.398359681573026172e+13 2.538497159794128252e-02 2.806971867480619380e+02 4.505234525247324484e+00
3.249778898705351978e-217 -8.156413590118230559e+02 1.855318510949547635e+06 2.931046832722379847e+01 8.085558264147863281e+12 3.850328602375052006e-02 3.137930986516912526e+02 6.993281842629659018e+00
7.814064098091263085e-217 -8.147615207751028947e+02 4.505429673232823610e+06 2.573836254476147190e+01 1.043741752565453320e+13 2.981290279850066366e-02 2.800573211065613464e+02 7.144180667870680068e+00
1.026193285392755030e-216 -8.144865047653605643e+02 1.249407473176498199e+06 4.618687766120814331e+01 7.477956430511533203e+12 3.050440096397774928e-02 4.782422918094754323e+02 5.248556360981694091e+00
1.795664986933403797e-216 -8.139244854620960723e+02 2.184704144605158828e+06 3.198381415274038275e+01 1.765826210402739062e+13 2.673468086903596150e-02 3.067359309282379627e+02 6.732930315648624209e+00
2.341101659752696984e-216 -8.136567392683422213e+02 1.710344182775452733e+06 1.484513164932021212e+01 8.575907042692590820e+12 3.712358729954062797e-02 4.433944997410046085e+02 8.731330247432168790e+00
2.355647137101003495e-216 -8.136480453991448485e+02 1.272112848340261728e+06 5.426801234691633624e+01 8.082350568368513672e+12 3.761027873111304903e-02 3.707576098737998223e+02 5.931561980597064299e+00
2.405095786119250717e-216 -8.136247711510160343e+02 2.759203058401384857e+06 4.088129775200963678e+01 5.668997282565426758e+12 4.204753563712489151e-02 2.663919092331357774e+02 3.434112114049084230e+00
2.450550026477631676e-216 -8.136035483817255454e+02 1.653650216557184234e+06 4.447897578366428206e+01 1.284206644386149805e+13 2.480478063140619319e-02 4.673843044337781407e+02 4.171317632450225688e+00
3.710014063851868221e-216 -8.131863252142810552e+02 2.724404502377583180e+06 3.264802764123489709e+01 1.790474157995915234e+13 2.682338403560303661e-02 2.572345130372064546e+02 5.133125307511080315e+00
6.933238383860216727e-216 -8.125585338783789666e+02 3.764413768332093023e+06 3.188170655074548065e+01 5.219672169888215820e+12 3.495630906210675515e-02 4.557111507428207346e+02 5.642843474750199206e+00
7.144849527427621054e-216 -8.125259691303709815e+02 2.150613543768300675e+06 4.904573390097129959e+01 6.397122607094767578e+12 3.636998891143931878e-02 3.671157474967085363e+02 4.724123132899748612e+00
9.767560533603917108e-216 -8.122107941363098007e+02 2.516745141918501817e+06 4.555056059537538005e+01 6.904048057022766602e+12 3.121487648051505387e-02 4.898008464577500263e+02 4.096639842855713809e+00
1.656311028565471992e-215 -8.116801829311855272e+02 3.810724917211893480e+06 1.765938719844887572e+01 1.766127221831004688e+13 2.871088817355144096e-02 4.387626735515469250e+02 4.877794935622508099e+00
4.634531362697677992e-215 -8.106487407031603425e+02 1.222794102867478738e+06 4.395756557427166200e+01 1.733940796528826758e+13 2.571066195236668475e-02 3.723175572181884831e+02 6.415229690636780724e+00
4.830320276585140583e-215 -8.106048630133767574e+02 1.977503926618569996e+06 3.049067411319913035e+01 1.053269823472254297e+13 3.274917741421748407e-02 4.157381360242296751e+02 8.270363146984776037e+00
1.713322949278893582e-214 -8.093362559656522990e+02 1.574743647293293849e+06 3.035154243932611351e+01 1.841765981874987109e+13 2.497234564757090311e-02 4.401241155076292557e+02 7.953780157237025250e+00
2.580842891266150065e-214 -8.089240746480816142e+02 1.154835820737294387e+06 6.232392326590893816e+01 1.433521528073431445e+13 2.851625988741784273e-02 4.204458662065526937e+02 2.929180628494262972e+00
2.931502157565743168e-214 -8.087941757222851038e+02 2.706522725574446842e+06 2.760737813033661325e+01 9.815094700326996094e+12 2.806372241237279491e-02 4.608207597224999290e+02 6.797643710770746139e+00
3.464737496069602876e-214 -8.086245538246388378e+02 3.919612174198441207e+06 2.040067553481200235e+01 7.536822465591393555e+12 3.218408242157711624e-02 3.869717283871432869e+02 6.972609526072766961e+00
3.589746795380134085e-214 -8.085866090262227317e+02 4.135543529218214564e+06 3.212455053234598523e+01 1.656815239527720508e+13 2.772752896739322584e-02 4.199489616175594051e+02 3.570339203083008339e+00
4.998387644464851295e-214 -8.082530753063787188e+02 2.528183561006720178e+06 2.480265380905467509e+01 1.103904585723436328e+13 2.972705378549909960e-02 3.891650354129114362e+02 4.830590004869450560e+00
1.275102916491171866e-213 -8.073140787085372949e+02 3.773982600593489129e+06 3.388548994470761500e+01 7.492099501184140625e+12 2.768066534576470519e-02 4.955767195897100237e+02 3.297618891433263144e+00
1.311812461332333784e-213 -8.072831958634595821e+02 3.795563006044779904e+06 3.407194793901463470e+01 6.676668775168494141e+12 3.569980875437798323e-02 2.467063105955573405e+02 4.758414320873099790e+00
2.559062290707723462e-213 -8.066124647040090849e+02 1.770554256306239869e+06 4.251911321855014592e+01 6.895191272126155273e+12 3.743298072924990810e-02 4.350094464672391723e+02 6.934778652629697504e+00
2.560622982218787184e-213 -8.066093550213913659e+02 4.804925456525670364e+06 1.135293436564236913e+01 8.450837934864072266e+12 3.389694598834575717e-02 4.171517456053052797e+02 8.991201688472946429e+00
3.434235364793396737e-213 -8.063133113030363575e+02 1.463752183118076529e+06 4.518696868770881281e+01 1.659007967666325000e+13 2.526237663406593476e-02 3.696097103824767487e+02 5.717320566790314196e+00
3.986078053644239988e-213 -8.061617977991598991e+02 1.334315836761383573e+06 2.093187582035310612e+01 8.097693914253044922e+12 3.787196471936962044e-02 4.376891705857329953e+02 8.694409515052862858e+00
7.836366745025758943e-213 -8.054833303011384942e+02 1.784747037991927238e+06 3.078950633121781522e+01 1.210678960130419922e+13 3.354162144846121324e-02 4.700899233237851718e+02 4.958897858614861320e+00
1.724328921559694890e-212 -8.046921825659013621e+02 1.235792945396310650e+06 2.506568355900665424e+01 7.461045168215040039e+12 3.657146369567532834e-02 4.006561108095790473e+02 7.383137499654783831e+00
3.305280005283248352e-212 -8.040389993182781154e+02 1.418682526779092615e+06 3.768502558357882037e+01 7.141518111995812500e+12 3.990798198069012148e-02 3.086825373253408316e+02 5.184383877487904968e+00
3.520577737053082079e-212 -8.039733954037258172e+02 1.021105776147257537e+06 2.536148236256762445e+01 1.083241084885705469e+13 3.418758102248620201e-02 4.324822892562155516e+02 6.998227790730977560e+00
3.528590647354879827e-212 -8.039686219685301012e+02 4.078910919844901655e+06 1.641419553853661384e+01 1.978206936105087109e+13 2.316121226658738458e-02 4.276151479301032623e+02 5.972807818242745981e+00
6.092139489762230221e-212 -8.034200211777385903e+02 1.182382515795377316e+06 1.845074185431550973e+01 9.283996558572826172e+12 3.364939725263697834e-02 4.723749077746803664e+02 6.265108777703857434e+00
2.095147379244467788e-211 -8.021823115177307955e+02 4.003007650971215218e+06 2.410888723702565173e+01 1.600365574608602930e+13 2.286490629059937524e-02 4.170273507766598868e+02 4.323934230850582594e+00
2.342964033562316215e-211 -8.020680186079030136e+02 3.240848594563468825e+06 2.216890573088066674e+01 1.893839475367581250e+13 2.806288243774959779e-02 4.799769718169527550e+02 5.014716046510719671e+00
2.752288590214154266e-211 -8.019045026365154172e+02 4.139704900489480700e+06 2.362695248856547181e+01 1.301353427924555078e+13 3.122061619758659257e-02 2.320205305709569359e+02 5.064396012713564765e+00
3.465135814616641937e-211 -8.016716835887073103e+02 3.960562262108078692e+06 2.975802464610467979e+01 1.613572296554902344e+13 2.744999453546324505e-02 4.035921258771244311e+02 5.612304385830834796e+00
4.695947097007746556e-211 -8.013652355997998029e+02 4.877615994822878391e+06 2.220855857369605957e+01 1.144465314610663281e+13 2.964696183586848152e-02 3.056623484015864847e+02 8.226556386981165758e+00
6.636621430002589015e-211 -8.010168324035062142e+02 4.761065562565781176e+06 1.825148679021685894e+01 7.244904986220755859e+12 3.924798365355710444e-02 2.595975789964273304e+02 8.718622607879570552e+00
7.217395655762100384e-211 -8.009304412413846421e+02 4.826931676770079881e+06 3.292235217696190119e+01 1.620587587517209180e+13 2.302950747459161021e-02 4.468336816312052520e+02 2.848286895450184097e+00
9.870785997112143742e-211 -8.006148559314781323e+02 3.136668492970378604e+06 1.403529821589368254e+01 9.974903045733214844e+12 3.477247587639236553e-02 4.942602815155397593e+02 5.051793141038341872e+00
1.586817784547351909e-210 -8.001376197063228801e+02 3.635147023243227508e+06 1.608329094521181801e+01 8.766415869498204102e+12 3.608495327055188939e-02 3.775221872984024571e+02 9.171503629201922081e+00
2.223367419859102423e-210 -7.997978274213116947e+02 3.312762407140859868e+06 2.619722533012143728e+01 8.711594510362573242e+12 2.856302072704758332e-02 4.238542239920654424e+02 5.303044785007532624e+00
3.558986603835715700e-210 -7.993248744812284485e+02 3.214300470900543965e+06 2.643374268191164589e+01 1.137043329156356250e+13 3.094121372570734357e-02 2.948287997112484504e+02 7.776780721838624011e+00
4.396082613295647501e-210 -7.991111364945263631e+02 4.242177988352716900e+06 1.660734910509481566e+01 1.712238105492263867e+13 2.719272518329804433e-02 3.641364066744100114e+02 8.692422208488647328e+00
8.644174703067227565e-210 -7.984324646743787071e+02 3.036525733357819729e+06 2.874561379066062017e+01 9.700442318873031250e+12 2.687201681481640042e-02 4.489998633977441500e+02 4.563533571620226326e+00
9.828065074075473554e-210 -7.983016082477937516e+02 2.595137826058668084e+06 2.629424438051785629e+01 7.952288569897636719e+12 3.553587086041427867e-02 3.969386651548053919e+02 8.630660222188931030e+00
1.027575408037112704e-209 -7.982545631762180847e+02 4.509580086128636263e+06 2.208591317633079143e+01 1.349745275637510938e+13 2.809252575055116302e-02 4.963755263766705070e+02 7.237004570307000506e+00
1.060861277297556847e-209 -7.982201841267744840e+02 3.227798781906572171e+06 2.303690742360304355e+01 1.966462650133829688e+13 2.127644899239940560e-02 4.836035467036172122e+02 6.417330875755085984e+00
1.246916234334037302e-209 -7.980560917400387098e+02 2.966587833471492399e+06 3.445270223820949695e+01 7.998600096947142578e+12 3.579190450278574298e-02 3.741034197377326223e+02 6.275361786012774168e+00
1.578658486907594048e-209 -7.978176898032655799e+02 3.351200450216745958e+06 2.530093581856569074e+01 1.711687643938755859e+13 2.597321815662862951e-02 3.137232488346356831e+02 7.313663355809388200e+00
1.691821149878457146e-209 -7.977459596785150779e+02 2.888108348548894748e+06 3.793458567625772559e+01 9.178839854392167969e+12 3.567349537039983531e-02 4.235946531124413923e+02 2.543155955755549869e+00
2.629600202183413425e-209 -7.973024334104751460e+02 4.569185534355989657e+06 1.729971891130489325e+01 6.456614344973906250e+12 3.678972476960716553e-02 3.228392632956137618e+02 7.665037205583796975e+00
7.167861433173894239e-209 -7.962971578865542597e+02 1.358880758182137972e+06 2.927241789197888266e+01 1.414925557419081836e+13 3.083433025489263485e-02 3.965218345453284883e+02 6.940768283006737427e+00
8.993106342452945560e-209 -7.960678069088427264e+02 2.770402334845596924e+06 2.265551327332105558e+01 1.231364565221253906e+13 3.180927433901166446e-02 3.491904294526271997e+02 8.203047940829168994e+00
1.095740432087005924e-208 -7.958677498092971518e+02 3.090032652412138879e+06 3.595525410867203675e+01 5.837701313761912109e+12 3.747652403757584239e-02 2.885888516641913952e+02 5.864066786745462778e+00
2.084945422048840095e-208 -7.952219374593037173e+02 2.087707697436303832e+06 3.608451037309986020e+01 1.088663236578658984e+13 2.745538682654493842e-02 4.820111574045574230e+02 6.637137869257604628e+00
2.256323299219886317e-208 -7.951404435079762152e+02 3.715459844620530028e+06 2.802591291250419303e+01 1.196095665391260156e+13 2.958364058849861575e-02 2.547448427473123047e+02 6.512470373411866298e+00
2.940619512926965520e-208 -7.948730598599013319e+02 1.420912695795483422e+06 3.615249584428502772e+01 7.606220817242906250e+12 3.745806410436784001e-02 3.728146988007338791e+02 4.060277397705963409e+00
1.091143814746194875e-207 -7.935593685273797746e+02 4.622830048320618458e+06 2.546029577102074626e+01 5.472033342931104492e+12 4.436390475012268186e-02 1.764107536336913711e+02 3.795091272668124738e+00
1.664672550819667389e-207 -7.931344666068257538e+02 2.739913764649903867e+06 3.927946005849017297e+01 1.281696101898605469e+13 2.854436066789630896e-02 4.959922432807095447e+02 4.968577803404956583e+00
2.330777547126474168e-207 -7.927953931216209185e+02 3.788673521037012804e+06 2.436935564749218486e+01 8.051349048539783203e+12 3.496074833574764479e-02 2.910534892478175948e+02 8.318696583049554505e+00
2.725871951322409574e-207 -7.926363066856739579e+02 4.848157232931261882e+06 2.213354343170340854e+01 6.486173973164445312e+12 4.261496635930927396e-02 2.830786797304887159e+02 4.380132685116401525e+00
4.268739383491336483e-207 -7.921852764874383865e+02 2.557052889836154878e+06 3.070781713560717918e+01 9.039729245999701172e+12 3.388223771633879638e-02 4.475772803132767876e+02 7.402765236252990100e+00
4.618365586079258007e-207 -7.921040541714868368e+02 2.381605382514408790e+06 2.031605757548088320e+01 1.019716711472064062e+13 3.530220472351029010e-02 4.178299403312955178e+02 5.801192928875186894e+00
5.670058713597842638e-207 -7.918963955719244723e+02 1.552235317442608997e+06 6.113166243686165302e+01 6.193794502636326172e+12 3.673458978003249498e-02 4.867938500430051363e+02 2.569489454993115096e+00
1.133041229524750381e-206 -7.912016045806693683e+02 2.539048806041732430e+06 3.981098875448554963e+01 7.221581513777994141e+12 3.849977890709568862e-02 2.614919866501122669e+02 5.041277849815057444e+00
1.333294739560984822e-206 -7.910363568250447770e+02 3.964444639618616085e+06 2.003398431959179149e+01 1.763303216385149219e+13 2.710883935117185117e-02 4.740487665830119681e+02 7.557413764417190372e+00
3.555733463420213767e-205 -7.877503634979557319e+02 1.690502810291904956e+06 4.671155626348521395e+01 6.998141316661194336e+12 3.702180107650868135e-02 4.137836494547590291e+02 2.606275620191942366e+00
3.659999669078842756e-205 -7.877189618017566772e+02 4.863975323865098879e+06 2.183038034514841996e+01 8.155772484071878906e+12 3.788651560248865874e-02 3.363194577325573391e+02 6.634261293782238944e+00
4.124389771309327572e-204 -7.852944216911450894e+02 3.212583673550896347e+06 2.469510703951146269e+01 7.022836893131820312e+12 4.116911145743139266e-02 3.117193767840354326e+02 4.747994162898567794e+00
9.103617165108993076e-204 -7.845001679405446566e+02 3.091407193751829676e+06 2.739375477753219101e+01 1.039972636723535156e+13 3.305039786905508703e-02 3.025061039736814337e+02 7.851381004796665231e+00
9.219620632876776791e-204 -7.844850058751471806e+02 2.105831532036249526e+06 3.553942379176156408e+01 7.361634809680115234e+12 3.538599268775633605e-02 3.095462508201274545e+02 4.632628969982192757e+00
9.214674393107638587e-204 -7.844830425097057969e+02 4.549726196430947632e+06 1.983136332773310784e+01 8.198282957682041016e+12 3.381133866292820173e-02 3.740477680283015616e+02 8.801682939313783649e+00
1.235926706763297762e-203 -7.841869336142242446e+02 2.677889671045685187e+06 2.242030614627740448e+01 9.968907417353460938e+12 3.040146776507002963e-02 4.016286323519406665e+02 7.153759281436257389e+00
3.890691266487958191e-203 -7.830376678274559481e+02 4.381282298718603328e+06 2.275568565405664856e+01 1.966393775843354688e+13 2.342628568098004821e-02 4.001958682189293768e+02 7.661829629772524797e+00
4.871872393958558872e-203 -7.828102763344179493e+02 2.529308469801350497e+06 3.240614718509985437e+01 1.193036722165568750e+13 3.188528106975994231e-02 2.817096382083658455e+02 6.670225012667824416e+00
1.805866136770036774e-202 -7.814976292489143361e+02 1.375491031597084831e+06 4.275782458713648992e+01 1.632745596925994336e+13 2.939293878444539099e-02 4.961913311410895631e+02 3.140440961942257747e+00
2.379924429024430947e-202 -7.812191008451037533e+02 4.393930459693005309e+06 1.536493709186641254e+01 1.763711661362493750e+13 2.854500164592683326e-02 4.860844900921206317e+02 5.290704974784604886e+00
3.792046874814692135e-202 -7.807507636339540795e+02 1.905910184363116510e+06 4.899748670863267819e+01 1.143547981804614062e+13 3.021873008119223269e-02 3.258549893418126544e+02 3.962163674722814832e+00
8.409851543124157600e-202 -7.799517657583660366e+02 1.453536708766175667e+06 6.238534210311772910e+01 7.776214608007806641e+12 3.120292410286204174e-02 4.751905353758627371e+02 3.577199482976098022e+00
8.704481625644967429e-202 -7.799148315573607988e+02 3.111110433752004988e+06 2.962301301793971575e+01 1.126520801064312891e+13 2.466355630504862492e-02 4.972145729898559807e+02 5.389791248665498635e+00
1.278592607738851356e-201 -7.795278245389720269e+02 1.037597709451704635e+06 4.127304724784681866e+01 8.016935358910785156e+12 3.119931835747548343e-02 4.837138518400321914e+02 6.290197854158957824e+00
1.854799179308828382e-201 -7.791533080557119320e+02 2.730701111941104755e+06 3.581858718485545978e+01 6.645717909788708984e+12 3.711425845812388324e-02 2.553501415713122924e+02 4.215847945387674933e+00
2.437580009107599501e-201 -7.788775787391778067e+02 4.004965985659775790e+06 2.929302044724438048e+01 5.223490310656725586e+12 4.448435930780669789e-02 3.106620947115172839e+02 5.058728794163978471e+00
4.224526692402263927e-201 -7.783251772577112888e+02 1.051071016745133558e+06 6.114688894286259568e+01 1.956335051886480078e+13 2.309002272870188180e-02 4.240750596167063691e+02 4.951533003366281882e+00
5.804537244095241638e-201 -7.780049445915853994e+02 2.470844840234320611e+06 3.547291732925848606e+01 1.075983321118624609e+13 3.004010551089774522e-02 3.134478847819597149e+02 4.322285195450991324e+00
6.450286538216652745e-201 -7.778969599324275350e+02 1.498647311671409756e+06 2.268292227502114144e+01 1.050407599055651172e+13 2.997253642620014910e-02 4.923801255126080036e+02 5.636707531522884729e+00
8.778250078146911269e-201 -7.775863074067236766e+02 2.502838496214590967e+06 2.098997937123160540e+01 1.890636369544190625e+13 2.784607639170550569e-02 4.617424132156355654e+02 6.033106841874816162e+00
1.055664635496510309e-200 -7.773993288389615373e+02 4.810634129786649719e+06 2.622771153790536047e+01 1.327868008767916211e+13 3.131250419250890260e-02 3.843969019317919447e+02 2.403036740576293795e+00
1.355765600698107594e-200 -7.771466330800501510e+02 4.420088497275331058e+06 1.195497060773401188e+01 8.236404526146986328e+12 3.582668627838241776e-02 4.192799730413865973e+02 9.322321550123586320e+00
2.531881417832031637e-200 -7.765195367239986126e+02 1.812249180789468810e+06 2.614993119940030297e+01 1.194431366899839062e+13 3.162236615527095479e-02 3.677608083286717715e+02 7.514394352999159032e+00
3.270037947814177506e-200 -7.762611978041061320e+02 3.931684246713961009e+06 1.810560492460712112e+01 7.770691106647724609e+12 3.468906855993028615e-02 4.689137684112172906e+02 8.740224243152903583e+00
4.090718987090714972e-200 -7.760347786477142336e+02 1.922011234363678377e+06 1.487554746581968956e+01 1.116282393587912695e+13 3.116807016049592122e-02 4.855439983238002810e+02 8.674338293214706397e+00
7.445159411639509063e-200 -7.754334353159714510e+02 2.519713558597420342e+06 4.125313452177953621e+01 5.729553407251995117e+12 3.411268123909613759e-02 4.484572972811349700e+02 5.040845127874693077e+00
7.590350541804119940e-200 -7.754116216187521786e+02 4.118323515188764781e+06 3.061147390384213551e+01 6.243881717514548828e+12 3.161116957641173231e-02 4.006100210057255140e+02 3.499184031365202507e+00
8.037906636451048004e-200 -7.753518307130956373e+02 2.769593665435869712e+06 2.913813878872629815e+01 1.573430266542745117e+13 2.707761768883543835e-02 4.444142740577314044e+02 7.365620380424396707e+00
1.360694692547917273e-199 -7.748229189281137224e+02 3.670560086280987598e+06 1.605442923550881673e+01 1.306711480909470312e+13 2.972671544397555848e-02 3.832688166188612513e+02 8.317329450340857022e+00
2.069642030475478813e-199 -7.744010386406047246e+02 3.182418728107894305e+06 3.572651420899902064e+01 7.346612980673068359e+12 3.692851637278919685e-02 2.357671685139850410e+02 4.935398751179318921e+00
