rho_DM_0 r_s rho_b0 r_b Sigma_0 R_d
4.998204559391041286e+06 2.204460685850649782e+01 5.268065175822711914e+12 3.882367768521772372e-02 4.957907189559022072e+02 3.861445621819868723e+00
4.988824922260894440e+06 2.230927902520136286e+01 5.026388540357185547e+12 3.933324509561147986e-02 4.988784897078775771e+02 3.851165648400745489e+00
4.962477109363537282e+06 2.266211920011558334e+01 5.007539296716025391e+12 3.927793090985943342e-02 4.973428285937369537e+02 3.780506838231686206e+00
4.917130468104964122e+06 2.247321732191119281e+01 5.176648817603942383e+12 3.861503042943607855e-02 4.993295969409660984e+02 3.850958055005625269e+00
4.968757606125557795e+06 2.276304332455173807e+01 5.024533672967718750e+12 3.958857561746007003e-02 4.997818416298368334e+02 3.780845281205201580e+00
4.973077274559336714e+06 2.285984757014335145e+01 5.035580161749304688e+12 3.930967199907133003e-02 4.999072331112521397e+02 3.757305735536502489e+00
4.865099820673119277e+06 2.221989450467874860e+01 5.023368603166708008e+12 4.006851173186503495e-02 4.994188296670330374e+02 3.688637380375954677e+00
4.998249482184779830e+06 2.227092344692015047e+01 5.227257642826171875e+12 3.855138572153624099e-02 4.954264762559784003e+02 3.907317532225155876e+00
4.965422666474474594e+06 2.277633323099923146e+01 5.088871310926607422e+12 3.907571039594784357e-02 4.999917675817398504e+02 3.628022398627941847e+00
4.883388741284841672e+06 2.249771231809559779e+01 5.006946479888024414e+12 3.990488788290118272e-02 4.998866047328047557e+02 3.813451760497875487e+00
4.986467532297528349e+06 2.239234713210672112e+01 5.110696343003460938e+12 3.909659761347259593e-02 4.976915411835355485e+02 3.868056585145197346e+00
4.913821954827331007e+06 2.269878357375081279e+01 5.369543087279755859e+12 3.807544745189769125e-02 4.982013168940880519e+02 3.754498686006644270e+00
4.919178172086644918e+06 2.261650131776762152e+01 5.220031732779713867e+12 3.856161120651324659e-02 4.999156752995194211e+02 3.894742841153492563e+00
4.875958512603318319e+06 2.272331343999273656e+01 5.192528383026980469e+12 3.867992958945216248e-02 4.996195540204335543e+02 3.681863364492275803e+00
4.991995687273453921e+06 2.249130909161664960e+01 5.024182419937953125e+12 3.933567067005067086e-02 4.995716635698145183e+02 3.780279410300857457e+00
4.986532145966027863e+06 2.231615554724592698e+01 5.075072602442049805e+12 3.878513165262446882e-02 4.991904132992987115e+02 3.827096256406953501e+00
4.995501725773314014e+06 2.190317057548989865e+01 5.003821781526089844e+12 3.934355713437250046e-02 4.971466101905701294e+02 3.772255553274811213e+00
4.978873128261994570e+06 2.243609548987427615e+01 5.013887274212855469e+12 3.953631544213793286e-02 4.977973463752529710e+02 3.855956446966781748e+00
4.973362179113940336e+06 2.272952151354496308e+01 5.046206296710594727e+12 3.895611206845962793e-02 4.997785051081062306e+02 3.780404306833252015e+00
4.944657929816771299e+06 2.276217639003625592e+01 5.026982171477750000e+12 3.949299649780458471e-02 4.986092156848789045e+02 3.688839079415166644e+00
4.791858701846122742e+06 2.296597772411076832e+01 5.042896058150905273e+12 3.903423448539395518e-02 4.966623873335699955e+02 3.893953270457790605e+00
4.966162874317592010e+06 2.260929136304284981e+01 5.027434509852946289e+12 3.936379420555426861e-02 4.995670497334849642e+02 3.853243358148578324e+00
4.859699927982119843e+06 2.183212010100993439e+01 5.092194209237491211e+12 3.923062720874624654e-02 4.974025257633156798e+02 3.919726277109739865e+00
4.958634866652803496e+06 2.236074486271711947e+01 5.017151311581412109e+12 3.938510246784312357e-02 4.997841432659556062e+02 3.764360677804993838e+00
4.950961362155292183e+06 2.202613382943826537e+01 5.027543864008464844e+12 3.945666806601056537e-02 4.994424284754285281e+02 3.904105503645053599e+00
4.983710007789231837e+06 2.228231215268973386e+01 5.193900047995366211e+12 3.871443796069370252e-02 4.986347235171242005e+02 3.879466195073587809e+00
4.946600990197377279e+06 2.203549868544684642e+01 5.105955425473980469e+12 3.912463235550947549e-02 4.990803916782733722e+02 3.931791823139106690e+00
4.981332989680103958e+06 2.128859272167918348e+01 5.127920992694695312e+12 3.970046782743321540e-02 4.992369640954152032e+02 4.003174625382948548e+00
4.995561901673912071e+06 2.187525539245594075e+01 5.419344862941523438e+12 3.811831470893162904e-02 4.998963957371808533e+02 3.905508478671057215e+00
4.972043458149792627e+06 2.164571805824735407e+01 5.014588942713690430e+12 3.948054864676867753e-02 4.964697033332740830e+02 3.930155752738738961e+00
4.971052113665890880e+06 2.210575969652975559e+01 5.115728338805958008e+12 3.931531469909301663e-02 4.999592764916478131e+02 3.756577434634762014e+00
4.947670622032639571e+06 2.254988457680833847e+01 5.158173042897529297e+12 3.875701659649583020e-02 4.962627703107872321e+02 3.896398605593254238e+00
4.967585206994622014e+06 2.267056564295415555e+01 5.027072012360280273e+12 3.938762766560836848e-02 4.993247673677213356e+02 3.680643513396564259e+00
4.958845771155405790e+06 2.195391046080038677e+01 5.183577210194316406e+12 3.897021843590441764e-02 4.979405648183295057e+02 3.901769653715362107e+00
4.981608032537924126e+06 2.194166108470249910e+01 5.212137407036128906e+12 3.850631069081765501e-02 4.977531649299800165e+02 3.891015492728827407e+00
4.969372520024565049e+06 2.251689082575526157e+01 5.101210942154914062e+12 3.894526636204804354e-02 4.997521785772063367e+02 3.770503911752568715e+00
4.964933893515791744e+06 2.212231179207575593e+01 5.200578491274826172e+12 3.928691619156186865e-02 4.991315998191902850e+02 3.603815015802063204e+00
4.944657929816771299e+06 2.276217639003625592e+01 5.026982171477750000e+12 3.949299649780458471e-02 4.986092156848789045e+02 3.688839079415166644e+00
4.889113565534349531e+06 2.173935548352125835e+01 5.024507929661119141e+12 3.971509722458622937e-02 4.984562806947000695e+02 3.957880654635979933e+00
4.994156717168318108e+06 2.207104796888364007e+01 5.001937989987917969e+12 3.949239022567019308e-02 4.988687743468418034e+02 3.913125441048468378e+00
4.976501664529612288e+06 2.246995230710415825e+01 5.280751536621317383e+12 3.861107404843859559e-02 4.986115632595711418e+02 3.934033420102206691e+00
4.968002692999223247e+06 2.157913002125817314e+01 5.041790997566320312e+12 3.904597721581421627e-02 4.986519642684318683e+02 4.034417373682682495e+00
4.985363209550280124e+06 2.219236562338847563e+01 5.056577863444539062e+12 3.913830007360688534e-02 4.990502775345829036e+02 3.754717057519691537e+00
4.996695352130381390e+06 2.247799738154136051e+01 5.004716955460336914e+12 3.950387746268920613e-02 4.984153064158362554e+02 3.801715613234611268e+00
4.973597273690488189e+06 2.258604555446631679e+01 5.348572698989166992e+12 3.834368010824826950e-02 4.997408958350497414e+02 3.780898482091300306e+00
4.963299569262566045e+06 2.282753281744776785e+01 5.144651999820342773e+12 3.879185718191468374e-02 4.993167500371135930e+02 3.833464005616115777e+00
4.990552860266723670e+06 2.284358319675910565e+01 5.049932774337262695e+12 3.919343306798692139e-02 4.992338569650188447e+02 3.528108286753713241e+00
4.958706358609629795e+06 2.253279923993061118e+01 5.291732669427578125e+12 3.873208522191579767e-02 4.991643712912916158e+02 3.665301500977797833e+00
4.944808812505157664e+06 2.288666305384117905e+01 5.350568316083314453e+12 3.841911636207542835e-02 4.995770401206088991e+02 3.651720415700172584e+00
4.925673493018490262e+06 2.307462752168604680e+01 5.183806623170529297e+12 3.895966327460255452e-02 4.989549923486691796e+02 3.582182922441980111e+00
4.766758668281043880e+06 2.267440754353373933e+01 5.008259787426378906e+12 3.926466924715820567e-02 4.976267740013790899e+02 3.952472277917825849e+00
4.970155225715978071e+06 2.234347047828301669e+01 5.032179533082377930e+12 3.967673846550819755e-02 4.989941114911334807e+02 3.794353176837244490e+00
4.945853061608500779e+06 2.258634721879889895e+01 5.252437599090080078e+12 3.835066166476783917e-02 4.936253868982965969e+02 3.847303424117851645e+00
4.959618218889517710e+06 2.225975084939545212e+01 5.022744811861416992e+12 3.925302339783152961e-02 4.997929698974198232e+02 3.750536207266941702e+00
4.982476124504487962e+06 2.211741883642479678e+01 5.121628096397365234e+12 3.870435648077489438e-02 4.986206212013709660e+02 3.805734442264912865e+00
4.874405413020387292e+06 2.207027703812043740e+01 5.193709437821192383e+12 3.950106711965561263e-02 4.965559641711960239e+02 3.793457612670708912e+00
4.901740248831755482e+06 2.219652850842161484e+01 5.011471570590979492e+12 3.924398582305126809e-02 4.988424877826539614e+02 3.837558811523807289e+00
4.919869937858819962e+06 2.257601881820011513e+01 5.044427853843078125e+12 3.923842370016107639e-02 4.973926083714686115e+02 3.852840741996776508e+00
4.846387699697947130e+06 2.254988908696320848e+01 5.057088902746143555e+12 3.918925908152013499e-02 4.997304639138599214e+02 3.802929885772134089e+00
4.983112799262503162e+06 2.184786956607742781e+01 5.031411142858742188e+12 3.958600000475458180e-02 4.998780483742151546e+02 3.857389123806755471e+00
4.960336737621412612e+06 2.187144039669212958e+01 5.007119418490407227e+12 3.961298317480457798e-02 4.989825189347170067e+02 3.996964245137067717e+00
4.984281807743964717e+06 2.155780530649970217e+01 5.033915268770748047e+12 3.971317067075925966e-02 4.957132907099181693e+02 3.841761250085121482e+00
4.925065251806699671e+06 2.241853483993360641e+01 5.072704551919250977e+12 3.933558659773771921e-02 4.981248712632390721e+02 3.713111316766440684e+00
4.905972211512140930e+06 2.272021824180090022e+01 5.378742204521570312e+12 3.776868375900983843e-02 4.984922624325375864e+02 3.758308537953612305e+00
4.897856550369245932e+06 2.245812964286002611e+01 5.114598859314420898e+12 3.883060172124738751e-02 4.995259551005633512e+02 3.897551862279771573e+00
4.947496302123516798e+06 2.214743858494153628e+01 5.035836587088065430e+12 3.923654445207855335e-02 4.979708294428266981e+02 3.782569418136612516e+00
4.894374277596818283e+06 2.217358910007860828e+01 5.048074661019616211e+12 3.979125093709496436e-02 4.999613977662642696e+02 3.800035702401916460e+00
4.952732984679069370e+06 2.244823202210551472e+01 5.108060705760508789e+12 3.930322280593028655e-02 4.989368847579630142e+02 3.700803532243995608e+00
4.732649013748617843e+06 2.311161301875578999e+01 5.156166184956963867e+12 3.864097049478506379e-02 4.989506204720655091e+02 3.733002015280832975e+00
4.925043219921509735e+06 2.210587371283357072e+01 5.014377394073276367e+12 3.947668333059342616e-02 4.994146316877158824e+02 3.934761434888696563e+00
4.918271669455545954e+06 2.310789802338006993e+01 5.268748165022435547e+12 3.829301981088383683e-02 4.997540459221471565e+02 3.665285315023139923e+00
4.988369852819562890e+06 2.205437771601368269e+01 5.133983832166240234e+12 3.872383231143321919e-02 4.992040588408690951e+02 3.847446812038509023e+00
4.991726537108892575e+06 2.306906845359529612e+01 5.126966535854052734e+12 3.883552458137876084e-02 4.989625118086624411e+02 3.712657499170897601e+00
4.961421373873688281e+06 2.254907047535149189e+01 5.023660031264373047e+12 3.913357921464859918e-02 4.997425129311225760e+02 3.752888319215212487e+00
4.940895675287447870e+06 2.247443150453726446e+01 5.027478041818668945e+12 3.960009303901440569e-02 4.997544172959065349e+02 3.726369019564284457e+00
4.961834123306944966e+06 2.267736274277600472e+01 5.154554633827267578e+12 3.844604955024596982e-02 4.994608722828215832e+02 3.693034769866919476e+00
4.936261840966993943e+06 2.251279981781938844e+01 5.109697235855215820e+12 3.865291014208493969e-02 4.984586782440291017e+02 3.856471496626359130e+00
4.918177389980683103e+06 2.335869887769654696e+01 5.124740803971843750e+12 3.896646201751163829e-02 4.995789910117508725e+02 3.585487339725734302e+00
4.976386884417797439e+06 2.272134253985958097e+01 5.183049960810908203e+12 3.885631229770825090e-02 4.968074969959592977e+02 3.675474694025113287e+00
4.985962215680523776e+06 2.204707316911535386e+01 5.041771979189488281e+12 3.919724680704896047e-02 4.990748276322102015e+02 3.830271201354831234e+00
4.968799720293989405e+06 2.215423569278653559e+01 5.227221785964609375e+12 3.886549831156914381e-02 4.989911936134840289e+02 3.834366032285713377e+00
4.963000522355521098e+06 2.258323630606120602e+01 5.037039756886753906e+12 3.969576104773830938e-02 4.981361312687731129e+02 3.822984262121384536e+00
4.935457968274042010e+06 2.265020430521561678e+01 5.097189912316734375e+12 3.883211332910568858e-02 4.975378542024009789e+02 3.824752260105280133e+00
4.954518236268527806e+06 2.214852247662576445e+01 5.013937122137939453e+12 3.906190186369921935e-02 4.988554889849697247e+02 4.009942659811612131e+00
4.982919182961238548e+06 2.202680674807784911e+01 5.210712060885309570e+12 3.891074326816904017e-02 4.971051278041766750e+02 3.905752870017064282e+00
4.913800422520517372e+06 2.282751543615773926e+01 5.033110803777150391e+12 3.935658899107546960e-02 4.976032823956371658e+02 3.763067718883983392e+00
4.991726537108892575e+06 2.306906845359529612e+01 5.126966535854052734e+12 3.883552458137876084e-02 4.989625118086624411e+02 3.712657499170897601e+00
4.989487176995674148e+06 2.195915754175452150e+01 5.001707562355985352e+12 3.933163817906774190e-02 4.993443780630067863e+02 3.926328661746346871e+00
4.976110757431026548e+06 2.198112925870762524e+01 5.013136711633151367e+12 3.942917660613347308e-02 4.965874309503684003e+02 3.712728658505461965e+00
4.978640189796569757e+06 2.239016304904281185e+01 5.173004963632840820e+12 3.875116311800229363e-02 4.939656948598176882e+02 3.670377990884427177e+00
4.980878963656708598e+06 2.220178692091984018e+01 5.031882302393780273e+12 3.936562948321346844e-02 4.971950073181480434e+02 4.035103666202724426e+00
4.940658061081798747e+06 2.351203624248820034e+01 5.066792910851913086e+12 3.897160215865710930e-02 4.948439995019679714e+02 3.591258892266958380e+00
4.997693328037664294e+06 2.209818022009469018e+01 5.154759588575123047e+12 3.927140156991314884e-02 4.969779673923048335e+02 3.853891508008581379e+00
4.974607920245183632e+06 2.278829655699414403e+01 5.170920623591733398e+12 3.938577554014578708e-02 4.990831312493590985e+02 3.766087878017598811e+00
4.990418622024799697e+06 2.126298193361959576e+01 5.131037943907823242e+12 3.920000244677974977e-02 4.988097194966659345e+02 3.872903339929981925e+00
4.959517861133163795e+06 2.285061068303834375e+01 5.015839838521077148e+12 3.939694651650286344e-02 4.976646379854846600e+02 3.748439549217665423e+00
4.924887963729175739e+06 2.222237234539614903e+01 5.012024345762716797e+12 3.943158809127100123e-02 4.990751426110178954e+02 3.817093095652842383e+00
4.989010476690838113e+06 2.262417980185696109e+01 5.042861607515818359e+12 3.941609135746125536e-02 4.984783705799933387e+02 3.618299838660361978e+00
4.967526686167700216e+06 2.207385963860892275e+01 5.230565510104997070e+12 3.879629528591069243e-02 4.995480770749034605e+02 3.733386696753445921e+00
4.911170166672482155e+06 2.273441489458224396e+01 5.061736040190655273e+12 3.971148903710569611e-02 4.958609868097951221e+02 3.739995735204832528e+00
4.888748866035779938e+06 2.246134867428231630e+01 5.113149208330377930e+12 3.927780673640064030e-02 4.994247778182269712e+02 3.822253851790125445e+00
4.940704682254968211e+06 2.219580164317797255e+01 5.084509669564970703e+12 3.911199197917075016e-02 4.964233157622918498e+02 3.721890000693177658e+00
4.942494779687170871e+06 2.332410727650641746e+01 5.006190336310958984e+12 3.904521966469728239e-02 4.977367035344090027e+02 3.648079400345467516e+00
4.829440978938371874e+06 2.266835425512534741e+01 5.023123126087989258e+12 3.939412317169093541e-02 4.990495883173917946e+02 3.739296073219040117e+00
4.912142785496774130e+06 2.222133808482378825e+01 5.101091759993873047e+12 3.927852278871762221e-02 4.994137044755256056e+02 3.855474744987161806e+00
4.989556020048437640e+06 2.198000532972527310e+01 5.187536866844877930e+12 3.868047145246746032e-02 4.990111377515227105e+02 3.764160281563199373e+00
4.945006883511831053e+06 2.266233816996599160e+01 5.127676173283593750e+12 3.921566617909395813e-02 4.998584290743493739e+02 3.818956123097713817e+00
4.910997411828400567e+06 2.135771742617206570e+01 5.139072186326372070e+12 3.907943695019706204e-02 4.942603780629075345e+02 3.922676974074370548e+00
4.989440359256713651e+06 2.182585697565139071e+01 5.225831459260679688e+12 3.864501870792096117e-02 4.963082211063157274e+02 3.908619506697003310e+00
4.985082148272188380e+06 2.221118837419449576e+01 5.028717806021403320e+12 3.945840220846690699e-02 4.995587493557417247e+02 3.794386863889243067e+00
4.993006778629535809e+06 2.297641554701582578e+01 5.386796822142833984e+12 3.777261595558444041e-02 4.995834772310323615e+02 3.642416668429441895e+00
4.903222454751756042e+06 2.316422961627959864e+01 5.366425416646771484e+12 3.798993008803119853e-02 4.986977156017018160e+02 3.722642760234399439e+00
4.969434973022945225e+06 2.264108017741516221e+01 5.102588559268081055e+12 3.881727482697267667e-02 4.998481115659222382e+02 3.720693982473675110e+00
4.957372950181894004e+06 2.219427970769188718e+01 5.043017211296432617e+12 3.919965113443472926e-02 4.996249588051005048e+02 3.791766638326182548e+00
4.981168137810086831e+06 2.160892894600619130e+01 5.030800290089798828e+12 3.960236242229424330e-02 4.977285674427592994e+02 4.026847583063362102e+00
4.973017917352385819e+06 2.314119602186735847e+01 5.002297734160480469e+12 3.955836093055764557e-02 4.989096973036880627e+02 3.564821047567510615e+00
4.915203383207039908e+06 2.222365866889745689e+01 5.034899782839917969e+12 3.955230771557972924e-02 4.999012971950974134e+02 3.861452752179113990e+00
4.963030142984145321e+06 2.291994641964241453e+01 5.066937822190589844e+12 3.895565226754597876e-02 4.985744060140667102e+02 3.841568091334374824e+00
4.958535319627361372e+06 2.166534540962429745e+01 5.131465322279072266e+12 3.920166477020271129e-02 4.997342904542854853e+02 3.961679610374895688e+00
4.898812406644625589e+06 2.229211290618916763e+01 5.203465812082781250e+12 3.918503499296537712e-02 4.993258369948190420e+02 3.894449062757327162e+00
4.997200685489036143e+06 2.204907950198479227e+01 5.037471109176472656e+12 3.966205572101808019e-02 4.987006533721139476e+02 3.915205043933653872e+00
4.965588925209522247e+06 2.180228211704128327e+01 5.036092464211072266e+12 3.962499490918556383e-02 4.980702842180588732e+02 3.876916858827718748e+00
4.982249844932567328e+06 2.123587530032073545e+01 5.057186525999193359e+12 3.971137151146261757e-02 4.945030306199722645e+02 4.063259549048224173e+00
4.988968136784923263e+06 2.197446972633110107e+01 5.004001293075363281e+12 3.950238653880080997e-02 4.999159929283052861e+02 3.977298908072817607e+00
4.994984172791929916e+06 2.259192467149981809e+01 5.049400829771582031e+12 3.916569099019600458e-02 4.986596320135137717e+02 3.697479278946877113e+00
4.924288406282119453e+06 2.251676388570536957e+01 5.114934917775185547e+12 3.925935336628121053e-02 4.962479733393887500e+02 3.770667918842523836e+00
4.934027522839328274e+06 2.189823352538986612e+01 5.003157197918057617e+12 3.902035792106799822e-02 4.984961372275166696e+02 3.884053458811477455e+00
4.847825720518979244e+06 2.215163160779116680e+01 5.578259548466003906e+12 3.781553747647429381e-02 4.992654301542588087e+02 4.039809211548554657e+00
4.987294459224507213e+06 2.249294036483049908e+01 5.004443896481067383e+12 3.943067092673012419e-02 4.997126122616441535e+02 3.797191819269983615e+00
4.981666926717190072e+06 2.295812461723141240e+01 5.020862327430401367e+12 3.893859675824294653e-02 4.979495660327179394e+02 3.785178767187904469e+00
4.976775182446586899e+06 2.279535677968927487e+01 5.270953890227100586e+12 3.860298202671789969e-02 4.987520945835989323e+02 3.873673555268409174e+00
4.958141671010121703e+06 2.256446578265563829e+01 5.019847696299869141e+12 3.919557679505250580e-02 4.975989009169997530e+02 3.865206638915891446e+00
4.990809670259634033e+06 2.200569984164183523e+01 5.009789273908503906e+12 3.958855230750125270e-02 4.998418314581164736e+02 3.761836861010888988e+00
4.960240447880888358e+06 2.255059139401572565e+01 5.045752454461364258e+12 3.920683241159120952e-02 4.994192103689981082e+02 3.784704857260854816e+00
4.976815590782156214e+06 2.279013226466791053e+01 5.073535965271706055e+12 3.884366921588195548e-02 4.983452648017113802e+02 3.781790577291188171e+00
4.918922492059675045e+06 2.286441401016432451e+01 5.146120268302402344e+12 3.888457684280037518e-02 4.998953551692309247e+02 3.655933486051020420e+00
4.894987336408394389e+06 2.265119412081981665e+01 5.225053014303936523e+12 3.890030728548986294e-02 4.996409334219650873e+02 3.810097251644046779e+00
4.918095360007059760e+06 2.237177993037047941e+01 5.255042080541783203e+12 3.880544964365410104e-02 4.980803216980530124e+02 3.775369541721226074e+00
4.953627838541096076e+06 2.219444955182184742e+01 5.142786286005989258e+12 3.911497693987917024e-02 4.997186346164207293e+02 3.857206995414790729e+00
4.971490226825782098e+06 2.144846757896933553e+01 5.174792639057027344e+12 3.906970133405253398e-02 4.995074919223877714e+02 3.891450597135109213e+00
4.943228579389972612e+06 2.196979609927831234e+01 5.129295264153566406e+12 3.883969524163619069e-02 4.986889225226296958e+02 4.006129587852743867e+00
4.923438064180085436e+06 2.278484950083917226e+01 5.292506284659331055e+12 3.848808466517667642e-02 4.964924524287121130e+02 3.811044291431810560e+00
4.886928514446055517e+06 2.325738664756374874e+01 5.189582804631995117e+12 3.872758782761134139e-02 4.980208237379409297e+02 3.751622471702428463e+00
4.929193750117309391e+06 2.302244623466610918e+01 5.050909871110740234e+12 3.852490786583438742e-02 4.993733021258602776e+02 3.829217604042517209e+00
4.954999611793180928e+06 2.218551333690881933e+01 5.008254663913788086e+12 3.945002390594251618e-02 4.999050369233457900e+02 3.789118987088604840e+00
4.987317446749879047e+06 2.243709274667440212e+01 5.384692963660420898e+12 3.814700110382341497e-02 4.956035955669474902e+02 3.771572618032162261e+00
4.972047244172040373e+06 2.220638647865302318e+01 5.100729515134441406e+12 3.938476009321746629e-02 4.979184437949873541e+02 3.763685653744457404e+00
4.961502851009396836e+06 2.208875787818314507e+01 5.024284115501683594e+12 3.946205267149931195e-02 4.999417583179276789e+02 3.822128932370999266e+00
4.895095081828027964e+06 2.290178949383130913e+01 5.326503622628908203e+12 3.848575377691762500e-02 4.981073747295677094e+02 3.701534563774736331e+00
4.977336923526102677e+06 2.197303402397887595e+01 5.167487664408705078e+12 3.904634264686559358e-02 4.984627993744530272e+02 3.802320657786522951e+00
4.948750941150067374e+06 2.266283187632701868e+01 5.001194836694061523e+12 3.961763448810903809e-02 4.998841702012848032e+02 3.648383587007999029e+00
4.913642484179377556e+06 2.226860661514016471e+01 5.138849202393295898e+12 3.878006650460603250e-02 4.998741441685411928e+02 3.968227997370219917e+00
4.985365613954389468e+06 2.296831119688962275e+01 5.215981589412342773e+12 3.828443055922735316e-02 4.968226588852858754e+02 3.781681670586006572e+00
4.980996746395366266e+06 2.266112257291741372e+01 5.087309358629777344e+12 3.862684980216100211e-02 4.992990402527892684e+02 3.978053465359533192e+00
4.972578422155486420e+06 2.260276708147441127e+01 5.224671875062937500e+12 3.913268575925730325e-02 4.980765206460011427e+02 3.805502553197195326e+00
4.852597460370598361e+06 2.230351368066540019e+01 5.128041457552057617e+12 3.907105568330101336e-02 4.987231533650849542e+02 3.979143674742618764e+00
4.984613085563768633e+06 2.188338184357124305e+01 5.018164668736106445e+12 3.923661807932252166e-02 4.998610383431497439e+02 3.773460225956358993e+00
4.925890746391013265e+06 2.186805179641991970e+01 5.203637983066365234e+12 3.904698738985182271e-02 4.986208509439941849e+02 3.792872839889624981e+00
4.961788864128995687e+06 2.202156848624573371e+01 5.122262826982588867e+12 3.841061777159496954e-02 4.998729960790841460e+02 4.000068996967248935e+00
4.984876537896666676e+06 2.247019668308149321e+01 5.063761873895871094e+12 3.918195328198970095e-02 4.992047360517644279e+02 3.822057528797995207e+00
4.821222885412421077e+06 2.246646268144543512e+01 5.016217365710836914e+12 3.933305709435121200e-02 4.979543374566628131e+02 3.860340156698725433e+00
4.928060424875682220e+06 2.272711396646498727e+01 5.186962357887669922e+12 3.846240293570185598e-02 4.985228742127019359e+02 3.777079703723360549e+00
4.917092101355545223e+06 2.281964540316802470e+01 5.156117231795857422e+12 3.868988191959731038e-02 4.995917268273075820e+02 3.818351947365526300e+00
4.982146017382444814e+06 2.237439201249353360e+01 5.292870315737420898e+12 3.836999495461118626e-02 4.987436466888939322e+02 3.847540302941211632e+00
4.996084004986818880e+06 2.214133892564243666e+01 5.030401282264956055e+12 3.929516784997929418e-02 4.992513639988912360e+02 3.900261539926607846e+00
4.830153207067081705e+06 2.344513386940874966e+01 5.054920863335749023e+12 3.940783947563034073e-02 4.974949000020706080e+02 3.695550908972093040e+00
4.962784856395619921e+06 2.248190629301246446e+01 5.066776094158430664e+12 3.916067487028297711e-02 4.961981022824929823e+02 3.811409958282192534e+00
4.996175233530586585e+06 2.155347658400015831e+01 5.052968638186263672e+12 3.971404994725690613e-02 4.995933265139241257e+02 3.902697538010487133e+00
4.912264886970277876e+06 2.281629789648207662e+01 5.046960631198461914e+12 3.884631454211281976e-02 4.977541217593106921e+02 3.734006179359124822e+00
4.916536634677864611e+06 2.323141173240025381e+01 5.180348222242250000e+12 3.864169382152835008e-02 4.994557122306088672e+02 3.633169608179528165e+00
4.938171211050676182e+06 2.271030582799451381e+01 5.009240985822365234e+12 3.922814042703926668e-02 4.988369454075126441e+02 3.815532441998699120e+00
4.995150024934697896e+06 2.248209627661485754e+01 5.007021825648218750e+12 3.948802787770030326e-02 4.982424644786999011e+02 3.870527255429692115e+00
4.974801762201589532e+06 2.239983017446049729e+01 5.207021943658375977e+12 3.886598661235905056e-02 4.975884125900613526e+02 3.628540233459554898e+00
4.879005370653066784e+06 2.265834470828041347e+01 5.111074379096875000e+12 3.903727133123780640e-02 4.996505359723843185e+02 3.847822127249066249e+00
4.977806920094802976e+06 2.107091010128321784e+01 5.029583472249379883e+12 3.983526973873647431e-02 4.996606594287277971e+02 4.099301422573618403e+00
4.858189973978240043e+06 2.268149278467627283e+01 5.287649359134211914e+12 3.864400053754116909e-02 4.987653143499439921e+02 3.705364079291685542e+00
4.986391287032300606e+06 2.214369598517517801e+01 5.173431245097336914e+12 3.881310787468406770e-02 4.994838123274658415e+02 3.799031672001577764e+00
4.944436694021923468e+06 2.211969216140715133e+01 5.000263819194633789e+12 3.937975642534464332e-02 4.965095885297237146e+02 3.934115534600154618e+00
4.965160128847138956e+06 2.264201027703209945e+01 5.342521231266810547e+12 3.820905573872022259e-02 4.997079902261272650e+02 3.746493580222722386e+00
4.968817590757508762e+06 2.209705873375446217e+01 5.107618178105470703e+12 3.894137853278376027e-02 4.957962971425129126e+02 3.782930068313442806e+00
4.976542032728934661e+06 2.204641650245137896e+01 5.137293500994869141e+12 3.906328141548769811e-02 4.963321608686881632e+02 3.931065134022509344e+00
4.882122360934644938e+06 2.253440957467760342e+01 5.279631129785463867e+12 3.886582971458325819e-02 4.989986947297537654e+02 3.796399609246477791e+00
4.977316630968144163e+06 2.304623846085746663e+01 5.004859486346330078e+12 3.888734110484348694e-02 4.996270639363921759e+02 3.723432321078268270e+00
4.998183131348939613e+06 2.179821805776869326e+01 5.066758024504190430e+12 3.921211897310110384e-02 4.993003985872192629e+02 3.841954866873854346e+00
4.991902198658922687e+06 2.222743371760988040e+01 5.103953956397488281e+12 3.901021804424037454e-02 4.999391398415953063e+02 3.863920063910228464e+00
4.949411186162363738e+06 2.231684678025586877e+01 5.075951592538764648e+12 3.945337638610536823e-02 4.998448923715148453e+02 3.920405197331395808e+00
4.957649734646478668e+06 2.203444976864388849e+01 5.066247204946543945e+12 3.929772713061725764e-02 4.986816887109804952e+02 3.966217936138356936e+00
4.948746855472669005e+06 2.314169929046866159e+01 5.159507467847506836e+12 3.899273696615476043e-02 4.999714438097196876e+02 3.682386187544568035e+00
4.991039677200347185e+06 2.211872672473844403e+01 5.069972552750569336e+12 3.882553176019803987e-02 4.993419208300319951e+02 3.764528807984100389e+00
4.995925460459111258e+06 2.265289647571751175e+01 5.005054304833215820e+12 3.882969251251591064e-02 4.990104787012363090e+02 3.889377816440950042e+00
4.956219452635172755e+06 2.275507602645778604e+01 5.189651339289444336e+12 3.851908116701474594e-02 4.983684498256866959e+02 3.709750355334153316e+00
4.970826253898268566e+06 2.254709339735596529e+01 5.077970773771462891e+12 3.915950547294472922e-02 4.995182580383576010e+02 3.692211838268935065e+00
4.918178739607080817e+06 2.233307826939238794e+01 5.010547406926286133e+12 3.962521589369813468e-02 4.996132046283488535e+02 3.787750705052000733e+00
4.995925460459111258e+06 2.265289647571751175e+01 5.005054304833215820e+12 3.882969251251591064e-02 4.990104787012363090e+02 3.889377816440950042e+00
