logz logzerr logvol nlive logl logwt insert_order
-1.050888510292919136e+03 6.583168579325964220e-01 -7.087500000000408029e+00 4.000000000000000000e+02 -1.037463201584335593e+03 -1.050543415871027264e+03 1.699999999999999956e+00
-1.050008002917216345e+03 9.363260903167380800e-01 -7.090000000000408420e+00 4.000000000000000000e+02 -1.036585895648681344e+03 -1.049668609935373070e+03 1.050000000000000044e+00
-1.049130829375261328e+03 1.102150916292886418e+00 -7.092500000000408811e+00 4.000000000000000000e+02 -1.035758945557510060e+03 -1.048844159844201840e+03 1.165000000000000036e+00
-1.048284109984409724e+03 1.056416462823172253e+00 -7.095000000000409202e+00 4.000000000000000000e+02 -1.035243235015023174e+03 -1.048330949301715009e+03 8.549999999999999822e-01
-1.047614108247362310e+03 1.201899167462312734e+00 -7.097500000000409592e+00 4.000000000000000000e+02 -1.034831169414554324e+03 -1.047921383701245986e+03 1.330000000000000071e+00
-1.047062842659225225e+03 1.367451250624441172e+00 -7.100000000000409983e+00 4.000000000000000000e+02 -1.034393489585114366e+03 -1.047486203871806083e+03 2.550000000000000044e-01
-1.046559137091084267e+03 9.314579397078038836e-01 -7.102500000000410374e+00 4.000000000000000000e+02 -1.033985900527605509e+03 -1.047081114814297280e+03 4.249999999999999889e-01
-1.046093300938207221e+03 7.876239269526045250e-01 -7.105000000000410765e+00 4.000000000000000000e+02 -1.033339918324339124e+03 -1.046437632611030949e+03 6.550000000000000266e-01
-1.045557571698994025e+03 7.096243419629062466e-01 -7.107500000000411156e+00 4.000000000000000000e+02 -1.032458431458176392e+03 -1.045558645744868045e+03 3.250000000000000111e-01
-1.044864961397174284e+03 6.834527698656722716e-01 -7.110000000000411546e+00 4.000000000000000000e+02 -1.032324783741804140e+03 -1.045427498028495847e+03 1.215000000000000080e+00
-1.044414037411465642e+03 7.216489063433574325e-01 -7.112500000000411937e+00 4.000000000000000000e+02 -1.030282966362705110e+03 -1.043388180649396872e+03 1.554999999999999938e+00
-1.043081807454014552e+03 1.393910539230840628e+00 -7.115000000000412328e+00 4.000000000000000000e+02 -1.030183245654464145e+03 -1.043290959941155961e+03 8.000000000000000167e-02
-1.042487778359384720e+03 1.298527889053459949e+00 -7.117500000000412719e+00 4.000000000000000000e+02 -1.030089418447476646e+03 -1.043199632734168290e+03 1.350000000000000089e-01
-1.042088510179537934e+03 1.021103080280192588e+00 -7.120000000000413110e+00 4.000000000000000000e+02 -1.029910402515441774e+03 -1.043023116802133472e+03 1.965000000000000080e+00
-1.041757236912511871e+03 6.610589368451295078e-01 -7.122500000000413500e+00 4.000000000000000000e+02 -1.028704407036412476e+03 -1.041819621323104229e+03 8.000000000000000444e-01
-1.041094795539278493e+03 8.812733202563298729e-01 -7.125000000000413891e+00 4.000000000000000000e+02 -1.027566826835557094e+03 -1.040684541122248902e+03 1.020000000000000018e+00
-1.040175628470434958e+03 9.595070999085922869e-01 -7.127500000000414282e+00 4.000000000000000000e+02 -1.027284628059246415e+03 -1.040404842345938050e+03 1.679999999999999938e+00
-1.039590535179185053e+03 7.573222709182062529e-01 -7.130000000000414673e+00 4.000000000000000000e+02 -1.026040258505764086e+03 -1.039162972792455776e+03 7.550000000000000044e-01
-1.038660927572735545e+03 7.520783867268332479e-01 -7.132500000000415064e+00 4.000000000000000000e+02 -1.025911266083406417e+03 -1.039036480370098161e+03 4.000000000000000083e-02
-1.038138029444540052e+03 7.860810081255716897e-01 -7.135000000000415454e+00 4.000000000000000000e+02 -1.024872792867280168e+03 -1.038000507153971967e+03 9.499999999999999556e-01
-1.037373758931707243e+03 9.601503963459555591e-01 -7.137500000000415845e+00 4.000000000000000000e+02 -1.023925694240766916e+03 -1.037055908527458541e+03 1.919999999999999929e+00
-1.036509110744356803e+03 1.342243784445046551e+00 -7.140000000000416236e+00 4.000000000000000000e+02 -1.023470221967542898e+03 -1.036602936254234692e+03 6.300000000000000044e-01
-1.035861776318840157e+03 1.322199414568935749e+00 -7.142500000000416627e+00 4.000000000000000000e+02 -1.022480031538579283e+03 -1.035615245825270904e+03 1.699999999999999956e+00
-1.035037785892317515e+03 6.405209200306655193e-01 -7.145000000000417018e+00 4.000000000000000000e+02 -1.022435207778773361e+03 -1.035572922065465036e+03 1.524999999999999911e+00
-1.034576829602634689e+03 7.568474673964680211e-01 -7.147500000000417408e+00 4.000000000000000000e+02 -1.021988663442068741e+03 -1.035128877728760472e+03 5.400000000000000355e-01
-1.034122085971099750e+03 6.864535751490362658e-01 -7.150000000000417799e+00 4.000000000000000000e+02 -1.020943730960966832e+03 -1.034086445247658503e+03 1.979999999999999982e+00
-1.033410959654576573e+03 5.500775502777108805e-01 -7.152500000000418190e+00 4.000000000000000000e+02 -1.019338406423608831e+03 -1.032483620710300556e+03 4.450000000000000067e-01
-1.032150292670073213e+03 9.437484379635747711e-01 -7.155000000000418581e+00 4.000000000000000000e+02 -1.019060479151728373e+03 -1.032208193438420039e+03 1.629999999999999893e+00
-1.031485676869839381e+03 9.374149217975685788e-01 -7.157500000000418972e+00 4.000000000000000000e+02 -1.018905190227038247e+03 -1.032055404513730082e+03 1.969999999999999973e+00
-1.031037356965004165e+03 7.900822209886791958e-01 -7.160000000000419362e+00 4.000000000000000000e+02 -1.018740863534344612e+03 -1.031893577821036388e+03 4.249999999999999889e-01
-1.030683350569635195e+03 9.403172298435376053e-01 -7.162500000000419753e+00 4.000000000000000000e+02 -1.018447977331295419e+03 -1.031603191617987250e+03 1.709999999999999964e+00
-1.030347891423604551e+03 6.433817041595430997e-01 -7.165000000000420144e+00 4.000000000000000000e+02 -1.018233522300898812e+03 -1.031391236587590583e+03 1.699999999999999956e+00
-1.030046103586765867e+03 5.560908141020358686e-01 -7.167500000000420535e+00 4.000000000000000000e+02 -1.017014742482372299e+03 -1.030174956769064011e+03 1.840000000000000080e+00
-1.029415309038696023e+03 7.938329176842162660e-01 -7.170000000000420926e+00 4.000000000000000000e+02 -1.016992389981153906e+03 -1.030155104267845672e+03 7.500000000000000000e-01
-1.029025152765419307e+03 7.706817075390703931e-01 -7.172500000000421316e+00 4.000000000000000000e+02 -1.015924672187016540e+03 -1.029089886473708248e+03 9.899999999999999911e-01
-1.028363848723812453e+03 7.569714926630677354e-01 -7.175000000000421707e+00 4.000000000000000000e+02 -1.015845156891327633e+03 -1.029012871178019395e+03 1.799999999999999933e-01
-1.027943457992448884e+03 5.776382780739734990e-01 -7.177500000000422098e+00 4.000000000000000000e+02 -1.013853117643711357e+03 -1.027023331930403174e+03 1.209999999999999964e+00
-1.026687954002229617e+03 1.163208771920637430e+00 -7.180000000000422489e+00 4.000000000000000000e+02 -1.013277164328336312e+03 -1.026449878615027956e+03 2.200000000000000011e-01
-1.025868700811208328e+03 1.387868373161518232e+00 -7.182500000000422880e+00 4.000000000000000000e+02 -1.011678672205562748e+03 -1.024853886492254560e+03 1.590000000000000080e+00
-1.024544587463410380e+03 1.453409447812201050e+00 -7.185000000000423270e+00 4.000000000000000000e+02 -1.011603534463924120e+03 -1.024781248750615759e+03 1.784999999999999920e+00
-1.023962786133427699e+03 1.822543842865783414e+00 -7.187500000000423661e+00 4.000000000000000000e+02 -1.009168598898608025e+03 -1.022348813185299718e+03 1.145000000000000018e+00
-1.022167246040994428e+03 1.870336542923666912e+00 -7.190000000000424052e+00 4.000000000000000000e+02 -1.008823073365885307e+03 -1.022005787652577055e+03 1.909999999999999920e+00
-1.021390114598182095e+03 7.940253723905094096e-01 -7.192500000000424443e+00 4.000000000000000000e+02 -1.008513456579563240e+03 -1.021698670866254929e+03 9.250000000000000444e-01
-1.020839391593082723e+03 7.608633460069622600e-01 -7.195000000000424834e+00 4.000000000000000000e+02 -1.006280017524754953e+03 -1.019467731811446697e+03 1.715000000000000080e+00
-1.019241644160401847e+03 8.704100838026327391e-01 -7.197500000000425224e+00 4.000000000000000000e+02 -1.006182834158150058e+03 -1.019373048444841743e+03 4.249999999999999889e-01
-1.018612042287406780e+03 9.156801584631940605e-01 -7.200000000000425615e+00 4.000000000000000000e+02 -1.005640088642892351e+03 -1.018832802929584091e+03 1.604999999999999982e+00
-1.018023195850696197e+03 9.627149811201292096e-01 -7.202500000000426006e+00 4.000000000000000000e+02 -1.005514108545295812e+03 -1.018709322831987606e+03 6.350000000000000089e-01
-1.017615385195990484e+03 8.313018815589295896e-01 -7.205000000000426397e+00 4.000000000000000000e+02 -1.005182491343622928e+03 -1.018380205630314663e+03 1.030000000000000027e+00
-1.017233245013589226e+03 6.626398590936560806e-01 -7.207500000000426787e+00 4.000000000000000000e+02 -1.004873662121658526e+03 -1.018073876408350316e+03 1.860000000000000098e+00
-1.016874565459434166e+03 6.540306494902913270e-01 -7.210000000000427178e+00 4.000000000000000000e+02 -1.003562869595110442e+03 -1.016765583881802172e+03 1.304999999999999938e+00
-1.016125443601146003e+03 1.028719630049378164e+00 -7.212500000000427569e+00 4.000000000000000000e+02 -1.002837511280569402e+03 -1.016042725567261186e+03 4.699999999999999734e-01
-1.015390082363228203e+03 1.079167375203270884e+00 -7.215000000000427960e+00 4.000000000000000000e+02 -1.002472503294086209e+03 -1.015680217580777935e+03 9.300000000000000488e-01
-1.014831517186389874e+03 8.553104267083279089e-01 -7.217500000000428351e+00 4.000000000000000000e+02 -1.002075542828980701e+03 -1.015285757115672482e+03 9.749999999999999778e-01
-1.014339916966079159e+03 5.136117560081511213e-01 -7.220000000000428741e+00 4.000000000000000000e+02 -1.001897027540410022e+03 -1.015109741827101743e+03 1.739999999999999991e+00
-1.013959363480392767e+03 5.650575596292194414e-01 -7.222500000000429132e+00 4.000000000000000000e+02 -1.001456747210168942e+03 -1.014671961496860717e+03 1.719999999999999973e+00
-1.013560340038319737e+03 7.988501457893766311e-01 -7.225000000000429523e+00 4.000000000000000000e+02 -1.001143926653391873e+03 -1.014361640940083589e+03 6.300000000000000044e-01
-1.013189642504141602e+03 6.540767813766295014e-01 -7.227500000000429914e+00 4.000000000000000000e+02 -1.000905172977587881e+03 -1.014125387264279652e+03 6.800000000000000488e-01
-1.012858690050619089e+03 6.477589612329569535e-01 -7.230000000000430305e+00 4.000000000000000000e+02 -1.000165832019544041e+03 -1.013388546306235753e+03 1.550000000000000044e+00
-1.012395780534937444e+03 7.239471039310573230e-01 -7.232500000000430695e+00 4.000000000000000000e+02 -9.980514564404162456e+02 -1.011276670727108012e+03 1.280000000000000027e+00
-1.010994073780275585e+03 9.032586574647837319e-01 -7.235000000000431086e+00 4.000000000000000000e+02 -9.975497449928423066e+02 -1.010777459279534014e+03 1.715000000000000080e+00
-1.010186765550335849e+03 1.040180291920198785e+00 -7.237500000000431477e+00 4.000000000000000000e+02 -9.967430001552314707e+02 -1.009973214441923233e+03 2.600000000000000089e-01
-1.009381153105199246e+03 8.705867321837099659e-01 -7.240000000000431868e+00 4.000000000000000000e+02 -9.955818809913650966e+02 -1.008814595278056800e+03 4.000000000000000083e-02
-1.008365128959811500e+03 1.102855225336034861e+00 -7.242500000000432259e+00 4.000000000000000000e+02 -9.950534701265945614e+02 -1.008288684413286319e+03 5.150000000000000133e-01
-1.007633029212695646e+03 1.108219786510089788e+00 -7.245000000000432649e+00 4.000000000000000000e+02 -9.946033217423210999e+02 -1.007841036029012798e+03 1.169999999999999929e+00
-1.007038486807907589e+03 6.776666757303076993e-01 -7.247500000000433040e+00 4.000000000000000000e+02 -9.938211638549161080e+02 -1.007061378141607861e+03 1.125000000000000000e+00
-1.006356719793983075e+03 7.667407567584577643e-01 -7.250000000000433431e+00 4.000000000000000000e+02 -9.937603717717586278e+02 -1.007003086058450322e+03 3.800000000000000044e-01
-1.005935416636696459e+03 5.486003124541533049e-01 -7.252500000000433822e+00 4.000000000000000000e+02 -9.936680714196818371e+02 -1.006913285706373586e+03 4.550000000000000155e-01
-1.005616154713433957e+03 5.258392347396927402e-01 -7.255000000000434213e+00 4.000000000000000000e+02 -9.927865412825201474e+02 -1.006034255569211837e+03 3.200000000000000067e-01
-1.005110364245533106e+03 5.297971940384524903e-01 -7.257500000000434603e+00 4.000000000000000000e+02 -9.927734968969292595e+02 -1.006023711183621003e+03 1.574999999999999956e+00
-1.004773050040323483e+03 6.389241954334621276e-01 -7.260000000000434994e+00 4.000000000000000000e+02 -9.921813694321633648e+02 -1.005434083718855163e+03 1.534999999999999920e+00
-1.004356765439658943e+03 7.018080949609954988e-01 -7.262500000000435385e+00 4.000000000000000000e+02 -9.918912746815169612e+02 -1.005146488968208700e+03 5.000000000000000278e-02
-1.003982467495585979e+03 9.220283030575210370e-01 -7.265000000000435776e+00 4.000000000000000000e+02 -9.914526766786866574e+02 -1.004710390965378451e+03 8.199999999999999512e-01
-1.003588460630887198e+03 9.717949897581386054e-01 -7.267500000000436167e+00 4.000000000000000000e+02 -9.912984508104367478e+02 -1.004558665097128483e+03 4.500000000000000111e-01
-1.003267098017332160e+03 8.434933320727723283e-01 -7.270000000000436557e+00 4.000000000000000000e+02 -9.909198381769979278e+02 -1.004182552463689717e+03 5.000000000000000278e-02
-1.002930386770618725e+03 7.440861002295908744e-01 -7.272500000000436948e+00 4.000000000000000000e+02 -9.899686935325447621e+02 -1.003233907819236492e+03 1.899999999999999911e+00
-1.002377528419633109e+03 8.139631148497270541e-01 -7.275000000000437339e+00 4.000000000000000000e+02 -9.895412508702269179e+02 -1.002808965156918703e+03 1.665000000000000036e+00
-1.001877010646616668e+03 8.808188191391186361e-01 -7.277500000000437730e+00 4.000000000000000000e+02 -9.892831864568634046e+02 -1.002553400743555130e+03 9.200000000000000400e-01
-1.001465928586138034e+03 4.787071252808610677e-01 -7.280000000000438121e+00 4.000000000000000000e+02 -9.887268535985388098e+02 -1.001999567885230590e+03 7.349999999999999867e-01
-1.001004419210313472e+03 5.209470311019649413e-01 -7.282500000000438511e+00 4.000000000000000000e+02 -9.885155838889082816e+02 -1.001790798175600003e+03 3.800000000000000044e-01
-1.000629075798256736e+03 5.608983225859597299e-01 -7.285000000000438902e+00 4.000000000000000000e+02 -9.881785991267404370e+02 -1.001456313413432213e+03 1.979999999999999982e+00
-1.000266340414700153e+03 4.661277048585487082e-01 -7.287500000000439293e+00 4.000000000000000000e+02 -9.880686957274413089e+02 -1.001348910014133025e+03 2.550000000000000044e-01
-9.999746234772530897e+02 4.412875532786486588e-01 -7.290000000000439684e+00 4.000000000000000000e+02 -9.880514106173158098e+02 -1.001334124904007581e+03 3.150000000000000022e-01
-9.997460636022942708e+02 4.659577464997026741e-01 -7.292500000000440075e+00 4.000000000000000000e+02 -9.879841919678685827e+02 -1.001269406254560295e+03 1.425000000000000044e+00
-9.995488681870752998e+02 4.903002025025433586e-01 -7.295000000000440465e+00 4.000000000000000000e+02 -9.877084812728398902e+02 -1.000996195559531657e+03 2.449999999999999956e-01
-9.993376368690306890e+02 4.039066460278654125e-01 -7.297500000000440856e+00 4.000000000000000000e+02 -9.875210137090751914e+02 -1.000811227995766899e+03 1.409999999999999920e+00
-9.991313536379053630e+02 5.001367847372721887e-01 -7.300000000000441247e+00 4.000000000000000000e+02 -9.869013623550692955e+02 -1.000194076641761058e+03 1.405000000000000027e+00
-9.988345777698126540e+02 5.893024622472201601e-01 -7.302500000000441638e+00 4.000000000000000000e+02 -9.863667971247247124e+02 -9.996620114114164153e+02 1.989999999999999991e+00
-9.984719020192073913e+02 7.159548352341060795e-01 -7.305000000000442029e+00 4.000000000000000000e+02 -9.862013248419888214e+02 -9.994990391286805789e+02 1.520000000000000018e+00
-9.981658665331422071e+02 6.712746271460320324e-01 -7.307500000000442419e+00 4.000000000000000000e+02 -9.860304594411127255e+02 -9.993306737278044238e+02 4.149999999999999800e-01
-9.978943269462237140e+02 7.286341498047255172e-01 -7.310000000000442810e+00 4.000000000000000000e+02 -9.856912221387318596e+02 -9.989939364254236125e+02 2.650000000000000133e-01
-9.976068940781964329e+02 8.434365872957065857e-01 -7.312500000000443201e+00 4.000000000000000000e+02 -9.849705198125877814e+02 -9.982757340992795889e+02 1.820000000000000062e+00
-9.971932607587116308e+02 8.207351293729677755e-01 -7.315000000000443592e+00 4.000000000000000000e+02 -9.842424441300012177e+02 -9.975501584166929661e+02 5.000000000000000000e-01
-9.966627242074247306e+02 4.591154884219270094e-01 -7.317500000000443983e+00 4.000000000000000000e+02 -9.834648334533717389e+02 -9.967750477400635418e+02 1.324999999999999956e+00
-9.960241625495415292e+02 6.174198019857101150e-01 -7.320000000000444373e+00 4.000000000000000000e+02 -9.834619119087921035e+02 -9.967746261954838474e+02 1.820000000000000062e+00
-9.956374402675020292e+02 6.045014351834782085e-01 -7.322500000000444764e+00 4.000000000000000000e+02 -9.833850418955636314e+02 -9.967002561822554298e+02 2.349999999999999867e-01
-9.953406882571219967e+02 6.346213689641877487e-01 -7.325000000000445155e+00 4.000000000000000000e+02 -9.825731794390615050e+02 -9.958908937257532443e+02 1.149999999999999911e+00
-9.948852709444207676e+02 5.481981339863200020e-01 -7.327500000000445546e+00 4.000000000000000000e+02 -9.825019460304624772e+02 -9.958221603171542711e+02 1.300000000000000044e+00
-9.945546408651786123e+02 5.810335180473581440e-01 -7.330000000000445937e+00 4.000000000000000000e+02 -9.824222121851117890e+02 -9.957449264718035238e+02 2.300000000000000100e-01
-9.942891013480389120e+02 5.737402482565954198e-01 -7.332500000000446327e+00 4.000000000000000000e+02 -9.823789158701297310e+02 -9.957041301568215204e+02 9.000000000000000222e-01
-9.940716390121846189e+02 5.862704954966574400e-01 -7.335000000000446718e+00 4.000000000000000000e+02 -9.818284568176052289e+02 -9.951561711042969591e+02 1.854999999999999982e+00
-9.937804182608978181e+02 5.950597757315863046e-01 -7.337500000000447109e+00 4.000000000000000000e+02 -9.814816955657512381e+02 -9.948119098524430228e+02 1.469999999999999973e+00
-9.934755289490877885e+02 4.371240466708904426e-01 -7.340000000000447500e+00 4.000000000000000000e+02 -9.806666113791765156e+02 -9.939993256658682412e+02 7.449999999999999956e-01
-9.930103697844373301e+02 6.762766533848453276e-01 -7.342500000000447891e+00 4.000000000000000000e+02 -9.799727066702967022e+02 -9.933079209569884824e+02 1.870000000000000107e+00
-9.924549716900555723e+02 7.191045205131900708e-01 -7.345000000000448281e+00 4.000000000000000000e+02 -9.796361929738059189e+02 -9.929739072604976400e+02 1.330000000000000071e+00
-9.919880015884729119e+02 7.628346382783612878e-01 -7.347500000000448672e+00 4.000000000000000000e+02 -9.772225953902020592e+02 -9.905628096768938349e+02 8.549999999999999822e-01
-9.903473255350854743e+02 1.470024878536893675e+00 -7.350000000000449063e+00 4.000000000000000000e+02 -9.764061571686397656e+02 -9.897488714553314821e+02 1.245000000000000107e+00
-9.893108354443320422e+02 8.863902011544708692e-01 -7.352500000000449454e+00 4.000000000000000000e+02 -9.762826382120721291e+02 -9.896278524987639003e+02 8.649999999999999911e-01
-9.887636865698725614e+02 1.162184860734516434e+00 -7.355000000000449845e+00 4.000000000000000000e+02 -9.762065372194975907e+02 -9.895542515061893027e+02 1.199999999999999956e-01
-9.883896512608873763e+02 9.303375149563730684e-01 -7.357500000000450235e+00 4.000000000000000000e+02 -9.757083189016183269e+02 -9.890585331883100935e+02 3.750000000000000000e-01
-9.879760321372561975e+02 7.405695779790616440e-01 -7.360000000000450626e+00 4.000000000000000000e+02 -9.756065525536662335e+02 -9.889592668403579410e+02 7.000000000000000666e-02
-9.876582338643524963e+02 7.122149649053014508e-01 -7.362500000000451017e+00 4.000000000000000000e+02 -9.755156346575117823e+02 -9.888708489442035443e+02 1.844999999999999973e+00
-9.873978573522510942e+02 7.001910823794239569e-01 -7.365000000000451408e+00 4.000000000000000000e+02 -9.749240097943813907e+02 -9.882817240810732073e+02 1.185000000000000053e+00
-9.870520133428576628e+02 6.999012978215475300e-01 -7.367500000000451799e+00 4.000000000000000000e+02 -9.748260310536351199e+02 -9.881862453403268773e+02 1.719999999999999973e+00
-9.867731179586702410e+02 6.284161757904840329e-01 -7.370000000000452189e+00 4.000000000000000000e+02 -9.732814140024803464e+02 -9.866441282891721585e+02 1.199999999999999956e+00
-9.860133975917540283e+02 7.679360699614278252e-01 -7.372500000000452580e+00 4.000000000000000000e+02 -9.732100758848940814e+02 -9.865752901715858343e+02 1.935000000000000053e+00
-9.855622397926848635e+02 6.316768124838149090e-01 -7.375000000000452971e+00 4.000000000000000000e+02 -9.701221648702030507e+02 -9.834898791568948582e+02 1.729999999999999982e+00
-9.833713068733565024e+02 1.395456855346238978e+00 -7.377500000000453362e+00 4.000000000000000000e+02 -9.693009994332055612e+02 -9.826712137198973096e+02 3.950000000000000178e-01
-9.822680585795067145e+02 1.746054655630240093e+00 -7.380000000000453753e+00 4.000000000000000000e+02 -9.688824518717869978e+02 -9.822551661584788008e+02 2.200000000000000011e-01
-9.815684444117616749e+02 1.856960710742522336e+00 -7.382500000000454143e+00 4.000000000000000000e+02 -9.658277356583258779e+02 -9.792029499450176218e+02 9.699999999999999734e-01
-9.791131980410782489e+02 1.744489842013593028e+00 -7.385000000000454534e+00 4.000000000000000000e+02 -9.654508415146137850e+02 -9.788285558013055834e+02 1.955000000000000071e+00
-9.782676360962728950e+02 7.267991619439464479e-01 -7.387500000000454925e+00 4.000000000000000000e+02 -9.651248879008591075e+02 -9.785051021875508468e+02 5.100000000000000089e-01
-9.776861896930030298e+02 6.783107411602034009e-01 -7.390000000000455316e+00 4.000000000000000000e+02 -9.642170648162511952e+02 -9.775997791029429891e+02 1.754999999999999893e+00
-9.769489041588892633e+02 6.479449934428411773e-01 -7.392500000000455707e+00 4.000000000000000000e+02 -9.640164356092583375e+02 -9.774016498959500723e+02 6.550000000000000266e-01
-9.764567233991180046e+02 7.768618639606763576e-01 -7.395000000000456097e+00 4.000000000000000000e+02 -9.609160713933207489e+02 -9.743037856800125383e+02 1.064999999999999947e+00
-9.741939071699117676e+02 1.340120117449541626e+00 -7.397500000000456488e+00 4.000000000000000000e+02 -9.606152730471316090e+02 -9.740054873338233392e+02 8.349999999999999645e-01
-9.734021188660378812e+02 1.464125221128077969e+00 -7.400000000000456879e+00 4.000000000000000000e+02 -9.605272842472436423e+02 -9.739199985339354271e+02 9.100000000000000311e-01
-9.729347546755831218e+02 1.000835653045950346e+00 -7.402500000000457270e+00 4.000000000000000000e+02 -9.605184184905400571e+02 -9.739136327772317827e+02 2.800000000000000266e-01
-9.726157684346102315e+02 7.971402233643919422e-01 -7.405000000000457661e+00 4.000000000000000000e+02 -9.602089213606677731e+02 -9.736066356473595533e+02 8.249999999999999556e-01
-9.723000423512983161e+02 5.809272197056000175e-01 -7.407500000000458051e+00 4.000000000000000000e+02 -9.597560014959824457e+02 -9.731562157826741668e+02 1.449999999999999956e+00
-9.719460218170039525e+02 6.561894134275617629e-01 -7.410000000000458442e+00 4.000000000000000000e+02 -9.595610807535184676e+02 -9.729637950402102433e+02 1.665000000000000036e+00
-9.716375091169375082e+02 6.089521636717997177e-01 -7.412500000000458833e+00 4.000000000000000000e+02 -9.591679047942318448e+02 -9.725731190809235613e+02 9.000000000000000222e-01
-9.713065186813207674e+02 6.682073468038346453e-01 -7.415000000000459224e+00 4.000000000000000000e+02 -9.587840829026455367e+02 -9.721917971893373078e+02 1.849999999999999978e-01
-9.709610872377483020e+02 5.807052216773996856e-01 -7.417500000000459615e+00 4.000000000000000000e+02 -9.586614788419735760e+02 -9.720716931286654017e+02 1.050000000000000044e+00
-9.706763901072266663e+02 5.829645927088682456e-01 -7.420000000000460005e+00 4.000000000000000000e+02 -9.586081979275996900e+02 -9.720209122142914566e+02 1.749999999999999889e-01
-9.704447513444586093e+02 5.756518292620655952e-01 -7.422500000000460396e+00 4.000000000000000000e+02 -9.584747512693619456e+02 -9.718899655560537667e+02 1.330000000000000071e+00
-9.702331173082976647e+02 5.438683304773079819e-01 -7.425000000000460787e+00 4.000000000000000000e+02 -9.580224710854386103e+02 -9.714401853721303723e+02 1.514999999999999902e+00
-9.699714664846061396e+02 5.803128148311258450e-01 -7.427500000000461178e+00 4.000000000000000000e+02 -9.578854747257894360e+02 -9.713056890124812526e+02 5.949999999999999734e-01
-9.697376893878376904e+02 5.276825493234981179e-01 -7.430000000000461569e+00 4.000000000000000000e+02 -9.562529895185206215e+02 -9.696757038052123789e+02 1.400000000000000133e-01
-9.690130692162772448e+02 8.033829221588495439e-01 -7.432500000000461959e+00 4.000000000000000000e+02 -9.558470075716639940e+02 -9.692722218583558060e+02 7.550000000000000044e-01
-9.684411267326934194e+02 6.996685551400206871e-01 -7.435000000000462350e+00 4.000000000000000000e+02 -9.552225702916052796e+02 -9.686502845782970326e+02 4.450000000000000067e-01
-9.678471000381241538e+02 7.625682467197386627e-01 -7.437500000000462741e+00 4.000000000000000000e+02 -9.551972340197354470e+02 -9.686274483064272545e+02 1.250000000000000000e-01
-9.674698654264843753e+02 6.787516458545619358e-01 -7.440000000000463132e+00 4.000000000000000000e+02 -9.551193489482743644e+02 -9.685520632349661128e+02 6.400000000000000133e-01
-9.671780544054081474e+02 6.677121868891621181e-01 -7.442500000000463523e+00 4.000000000000000000e+02 -9.549966766032202941e+02 -9.684318908899120970e+02 4.149999999999999800e-01
-9.669269784366667864e+02 6.231587392164935624e-01 -7.445000000000463913e+00 4.000000000000000000e+02 -9.540072157350904263e+02 -9.674449300217821701e+02 6.700000000000000400e-01
-9.664596410957688022e+02 6.139578091012056760e-01 -7.447500000000464304e+00 4.000000000000000000e+02 -9.537686149333305821e+02 -9.672088292200223805e+02 4.849999999999999867e-01
-9.660725095508020104e+02 9.626207177177913410e-01 -7.450000000000464695e+00 4.000000000000000000e+02 -9.531325929380161597e+02 -9.665753072247078990e+02 1.675000000000000044e+00
-9.655994878828250876e+02 9.124437409940806543e-01 -7.452500000000465086e+00 4.000000000000000000e+02 -9.531089820532516796e+02 -9.665541963399434735e+02 1.080000000000000071e+00
-9.652738423655077895e+02 7.858141412001002912e-01 -7.455000000000465477e+00 4.000000000000000000e+02 -9.525617230092155978e+02 -9.660094372959073326e+02 1.584999999999999964e+00
-9.648823272601825920e+02 8.746498218594895846e-01 -7.457500000000465867e+00 4.000000000000000000e+02 -9.514960687757209143e+02 -9.649462830624127037e+02 1.564999999999999947e+00
-9.642206467747743091e+02 1.021516727687680426e+00 -7.460000000000466258e+00 4.000000000000000000e+02 -9.514823020133543423e+02 -9.649350163000460725e+02 1.610000000000000098e+00
-9.638222058570936497e+02 1.104552354063871755e+00 -7.462500000000466649e+00 4.000000000000000000e+02 -9.504510882782966519e+02 -9.639063025649884366e+02 2.099999999999999922e-01
-9.631702232588277184e+02 1.445272358784954303e+00 -7.465000000000467040e+00 4.000000000000000000e+02 -9.503590829798508821e+02 -9.638167972665426078e+02 2.899999999999999800e-01
-9.627489915206416526e+02 1.182464604123439234e+00 -7.467500000000467431e+00 4.000000000000000000e+02 -9.499015442202761506e+02 -9.633617585069679308e+02 6.999999999999999556e-01
-9.623160088490071757e+02 1.320795958181711027e+00 -7.470000000000467821e+00 4.000000000000000000e+02 -9.498381196241832640e+02 -9.633008339108750988e+02 5.899999999999999689e-01
-9.619986433014460090e+02 1.346224145565179553e+00 -7.472500000000468212e+00 4.000000000000000000e+02 -9.497011475382000754e+02 -9.631663618248918510e+02 4.450000000000000067e-01
-9.617277952459115795e+02 8.299396264304800264e-01 -7.475000000000468603e+00 4.000000000000000000e+02 -9.487084859668448189e+02 -9.621762002535366491e+02 1.754999999999999893e+00
-9.612339249699961101e+02 7.372834147144728956e-01 -7.477500000000468994e+00 4.000000000000000000e+02 -9.471045983125086423e+02 -9.605748125992004134e+02 3.350000000000000200e-01
-9.601578733643797250e+02 4.455524474805919177e-01 -7.480000000000469385e+00 4.000000000000000000e+02 -9.463955736589613252e+02 -9.598682879456531509e+02 1.879999999999999893e+00
