weight logl rho_DM_0 r_s rho_b0 r_b Sigma_0 R_d
0.000000000000000000e+00 -7.641669231241055240e+04 4.781076339354116689e-01 6.374863489288007390e-01 6.804795756404125040e-02 4.972096813854220976e-02 2.893899834647879477e-01 1.768732323458762634e-01
0.000000000000000000e+00 -7.630480863213288831e+04 3.240310111107113089e-01 6.007642439578744220e-01 9.359506618941942913e-01 3.994281078631035653e-01 7.944858607920046722e-01 1.191579019917834437e-01
0.000000000000000000e+00 -7.622690717539656907e+04 5.867057733571243716e-01 5.216856326567013147e-01 7.207587934361172621e-01 4.484638710507771187e-02 7.203319537979313569e-01 7.451130865488841959e-01
0.000000000000000000e+00 -7.607936387775326148e+04 1.823982287131239444e-01 9.863050467181793124e-01 4.650786161250352047e-01 2.059372504289653794e-01 6.359462510678282054e-01 3.754901097507854502e-01
0.000000000000000000e+00 -7.584051716826298798e+04 2.432060117494887486e-01 8.345635733687259972e-01 6.549806464709921894e-01 1.607677908834496128e-01 9.782493453244466286e-01 5.152014851600620338e-01
0.000000000000000000e+00 -7.579181595389697759e+04 1.103732208594638831e-01 8.211342609488907485e-01 1.332574533214058166e-01 6.628878952397162516e-01 6.205322392036838330e-02 7.184402103995586319e-01
0.000000000000000000e+00 -7.560484031112342200e+04 5.969704390393261173e-01 4.180419558667092250e-01 9.200824108951841662e-01 3.793409702401535633e-01 6.382700222282835512e-01 7.057303915837570552e-01
0.000000000000000000e+00 -7.547180862617818639e+04 5.383720618890502907e-01 1.283177139820556034e-01 8.813948640470077311e-01 5.810164947314843120e-01 5.386022268343525488e-01 4.708602669742577573e-01
0.000000000000000000e+00 -7.546487686909818149e+04 6.159777503283296873e-01 5.152541012647467999e-01 4.685912791094315466e-01 2.770141106223075189e-01 3.064834487403963470e-01 3.592956679882399751e-01
0.000000000000000000e+00 -7.539072048334429564e+04 4.469717480044403946e-01 3.651996773684368369e-01 2.537797806740795803e-01 6.444223010998090251e-01 5.357510036434758316e-01 3.987794551353421868e-01
0.000000000000000000e+00 -7.488613177230104338e+04 6.278128016160123837e-01 4.732514080794175682e-01 8.450123771381217175e-01 1.346586220773343667e-01 9.410562075169266461e-01 9.356052967473352799e-01
0.000000000000000000e+00 -7.444519468197332753e+04 8.035934635109170943e-01 3.914335295445576790e-01 5.392488749864086106e-01 3.004662837534607389e-01 7.225694102918694961e-01 8.201482186420717690e-01
0.000000000000000000e+00 -7.438383741033582191e+04 3.694255434607142119e-01 3.292217272360913327e-01 1.797678418221929642e-01 7.045512073898344552e-01 9.133817747933041797e-01 4.629264254890449459e-01
0.000000000000000000e+00 -7.433114030799936154e+04 9.282813083043095492e-01 3.675521447050156265e-01 9.828286460330128982e-01 2.422767399405160171e-01 6.844753331842693411e-01 4.155498006817258672e-01
0.000000000000000000e+00 -7.261278559296372987e+04 5.866218759566754759e-02 9.466646853336411205e-01 7.874590748425770448e-01 4.439866211661441797e-01 8.040455887138010516e-01 1.888949736361442699e-01
0.000000000000000000e+00 -7.245162041776208207e+04 7.200338524587135414e-01 4.122664417129051628e-01 2.152078457111652465e-01 3.892022842350169043e-01 7.315576129865134503e-01 5.252415980774967075e-01
0.000000000000000000e+00 -7.243817511432169704e+04 9.127904375820700134e-01 3.348832763548150737e-01 8.104155317494761146e-01 3.871146763250195022e-01 2.171776656198931565e-02 7.984059236832322659e-01
0.000000000000000000e+00 -7.222314333529926080e+04 3.184329273027340923e-01 5.014879612083579241e-01 6.570658427044041572e-01 4.979631221151946674e-01 6.518193259906360781e-01 6.018668798460879987e-02
0.000000000000000000e+00 -7.203197312766869436e+04 1.924654245645579520e-01 9.583018366380824382e-02 8.885645575119991424e-01 5.938565485170929081e-01 6.023536565584530766e-01 5.489456002391421841e-01
0.000000000000000000e+00 -7.124943912500746956e+04 4.435280220912711791e-01 5.502043879691205230e-01 3.041405216756125629e-01 3.907474889703023146e-01 5.799319439335253179e-01 6.637173279411765492e-01
0.000000000000000000e+00 -7.067802386448413017e+04 3.267129933297855393e-01 2.592117359812914357e-01 8.325581307480369730e-01 5.618410238690365599e-01 4.321482609155481436e-01 9.791020302124719965e-02
0.000000000000000000e+00 -7.038972241396838217e+04 7.489009309516917456e-01 3.213287883780402421e-01 1.590377564935786525e-01 6.152923417296743969e-01 1.373837399006211379e-01 4.634327514963849648e-01
0.000000000000000000e+00 -6.973268332666867354e+04 1.514291830211524914e-01 7.993526806270268015e-02 6.308766959242995132e-01 6.541118123665127237e-01 4.054096911059256181e-01 4.533983488191399847e-01
0.000000000000000000e+00 -6.956148201179939497e+04 8.130257697443025178e-01 3.961760148725423925e-02 3.052490220602737114e-01 7.620686597836928700e-01 2.994268521803473693e-01 8.312085820599526276e-01
0.000000000000000000e+00 -6.939323830303500290e+04 2.242828241613853413e-01 8.511788287117678653e-01 4.349470846760461473e-01 8.697079547837049951e-03 7.878260094681533987e-01 3.337593683189417071e-01
0.000000000000000000e+00 -6.935752782067206863e+04 3.085235012999523185e-01 7.208454289218951816e-01 9.342482051149286759e-01 2.864599822149365149e-01 2.465893369944643920e-01 4.412251379816167773e-02
0.000000000000000000e+00 -6.921871075384640426e+04 9.765493538244471861e-01 3.348447923608115495e-01 4.885165305658589752e-02 3.080384855189339799e-01 7.332402452247047675e-01 9.882392206930216139e-01
0.000000000000000000e+00 -6.909035486816363118e+04 1.738371861478085201e-01 6.771476030499747889e-01 5.011692001217672443e-01 5.104565994241074822e-01 2.137342087798252965e-01 4.386393476736056840e-01
0.000000000000000000e+00 -6.904894772479217499e+04 6.481898319543291098e-01 4.473497006075060067e-01 6.681286254538421066e-02 2.753264442188108063e-02 9.536426559676615122e-01 6.419849455325962184e-01
0.000000000000000000e+00 -6.872703880828687397e+04 7.152458198127515931e-01 4.537682754642125005e-01 8.403603587076117210e-01 2.105825888180765659e-01 8.163249083017132257e-02 7.169312292643384987e-01
0.000000000000000000e+00 -6.852084004536342400e+04 4.993024252563337262e-01 2.382114519904506844e-01 1.279245872355216918e-02 8.116380114011597646e-01 9.574407576637914419e-01 8.179833974828994991e-01
0.000000000000000000e+00 -6.833238910979698994e+04 1.133556681779379627e-02 6.710058703987418216e-01 3.385249053297062494e-01 6.182097510632509341e-01 9.270346754928858735e-01 9.525396838068275196e-01
0.000000000000000000e+00 -6.816652265641103440e+04 1.824857652632163596e-01 4.822251152071516112e-01 5.701732321721053598e-02 7.788294161053258557e-01 4.121454011551696217e-01 1.423304453251940105e-01
0.000000000000000000e+00 -6.815412912521275575e+04 1.373411542687085207e-01 9.044311020825900327e-01 2.390200107424790277e-01 4.654568800784245619e-01 9.450773080789987013e-01 6.259045587142686440e-02
0.000000000000000000e+00 -6.802666391901782481e+04 3.486773004847809609e-01 6.040857435360525995e-01 1.692257165679122988e-01 4.080230495042130867e-01 8.820161936113584122e-01 4.875046750784374217e-01
0.000000000000000000e+00 -6.770430880491188145e+04 1.869187893447368243e-01 9.244233103500892890e-01 8.632843253696016461e-01 2.559219312760069309e-01 8.802614800960040231e-02 7.253352082140573920e-02
0.000000000000000000e+00 -6.730694218546024058e+04 6.114393663998158868e-01 2.498872458669176844e-01 2.408363540613456255e-01 6.588429786562467472e-01 7.002060673550808412e-01 2.793262849285936822e-01
0.000000000000000000e+00 -6.697685143740028434e+04 9.187398231930035131e-01 1.901823432203123554e-01 5.415005546249589408e-01 5.794204133470607365e-01 4.537705291691651599e-02 6.472182401667296858e-01
0.000000000000000000e+00 -6.693412749225957668e+04 3.816391551749425126e-01 4.296589394048263566e-01 9.648041721348893374e-01 4.496607327015400557e-01 9.029880230560805021e-02 8.650385207782044228e-01
0.000000000000000000e+00 -6.686186575492897828e+04 7.766470196678354476e-02 6.495578174164253760e-01 4.175122485559160657e-01 5.852314449150326503e-01 8.261673539611311678e-01 1.332639338402420437e-01
0.000000000000000000e+00 -6.667405634421251307e+04 6.165861065641891070e-01 6.575720403256724023e-02 7.297458103496670123e-01 6.127983480947686301e-01 5.716258851098922067e-01 2.272264847294267476e-01
0.000000000000000000e+00 -6.656367999687245174e+04 2.236011893459838307e-01 8.018618857518738929e-01 3.817700598161842818e-01 5.175025357031759476e-02 6.911944338228372953e-01 9.684037067331187076e-01
0.000000000000000000e+00 -6.643724414744388196e+04 1.715854939124736855e-01 9.026757430719187791e-01 6.575859203383178642e-01 1.511250831705267528e-01 7.672122052307730478e-01 5.690296962311186535e-01
0.000000000000000000e+00 -6.615672229759024049e+04 2.867609162371591580e-01 7.576737870778308404e-01 2.966484817183711042e-01 2.620893338125860339e-01 4.515442965337654879e-01 1.072903567832524940e-01
0.000000000000000000e+00 -6.606381352507925476e+04 1.521968523948957763e-01 5.472643992040443495e-01 2.823872668323809121e-01 6.377241562304302169e-01 4.206614662906041913e-01 7.401934662549358723e-02
0.000000000000000000e+00 -6.539475330722518265e+04 4.581766360641370550e-01 4.581648580554760208e-01 7.029304933254375554e-01 3.978942726482407322e-01 8.932824643736319015e-01 2.015971312812898653e-01
0.000000000000000000e+00 -6.522568763515035971e+04 7.921312274481955296e-01 3.567576050050857983e-01 8.976555679767255214e-01 2.911336123326264680e-01 6.997235415178323370e-01 6.398997164262557602e-01
0.000000000000000000e+00 -6.459261430221000046e+04 8.131213790004035991e-01 3.834557167935856992e-01 1.541958573351654982e-01 1.783065021639490544e-01 7.954048707757402914e-01 3.670785032932875058e-01
0.000000000000000000e+00 -6.455045589091506554e+04 2.168873129381839737e-01 7.116031977566930067e-01 2.957975058831818771e-01 4.658137834384210585e-01 2.956254784558032256e-01 5.069816861669516062e-01
0.000000000000000000e+00 -6.380496450729928620e+04 7.696834847985740691e-01 4.002141218141256340e-01 6.662413512311696762e-01 2.430073558001725198e-01 4.667681367886398203e-01 2.239711952976974896e-01
0.000000000000000000e+00 -6.370128575447831827e+04 5.965901917434334178e-01 4.450021806639895550e-01 5.810642871436555446e-01 3.409449690987980119e-01 3.775010188501902730e-01 2.519696436949668827e-01
0.000000000000000000e+00 -6.302510253072068008e+04 2.379000493099159286e-01 5.589075334602189304e-02 1.585980290002140247e-01 8.379344152099873488e-01 1.189211350559306046e-01 2.101413020446925017e-01
0.000000000000000000e+00 -6.276165562023800157e+04 3.265118334746088813e-01 6.545747205119393231e-01 2.326708226870299878e-02 3.123794889956806875e-01 8.152596364718160959e-01 2.879166181464688501e-01
0.000000000000000000e+00 -6.266813008565882774e+04 7.694664206567377596e-01 3.795992802648354703e-01 1.716336533004738651e-01 1.952579701157568515e-01 8.121568245602723835e-01 6.453029722593658368e-01
0.000000000000000000e+00 -6.254644979781930306e+04 1.255807417383152380e-01 9.916280785123424701e-01 5.150183976561154564e-01 1.358935010743612670e-01 4.523917183184743562e-01 9.785036468170341672e-01
0.000000000000000000e+00 -6.248611870515996998e+04 3.060084287136867198e-01 7.057273350723687333e-01 7.313608927388230985e-01 1.258490168461153802e-01 2.725508048858559240e-01 9.227310187208846992e-01
0.000000000000000000e+00 -6.226533433002334641e+04 4.994811585863585535e-01 4.621914339607843258e-01 3.731215908315025365e-01 4.466641502778042616e-01 4.553004079296554263e-01 5.754159974916683851e-03
0.000000000000000000e+00 -6.200932895770794130e+04 3.789731064914038106e-01 6.348995464155968715e-01 8.151172902234737894e-02 1.941180255212515693e-01 1.796499732931940985e-01 8.425330599128261211e-01
0.000000000000000000e+00 -6.127120257655933528e+04 2.779395211018553802e-01 3.827028030983676832e-01 8.552522960685213782e-01 4.738741592649668988e-01 9.883276454321144877e-01 3.205519905661967650e-01
0.000000000000000000e+00 -6.115811099812382599e+04 5.589775797304605831e-01 2.496899929004069429e-01 2.493774409875857412e-01 6.333583274697019982e-01 8.463797219859281462e-01 3.536519217408461424e-01
0.000000000000000000e+00 -6.106910069989977637e+04 4.900016350553775268e-01 5.153177420651359197e-01 2.791565580044840233e-01 1.743597454010215042e-01 7.241056516759252215e-01 4.279194036061172435e-01
0.000000000000000000e+00 -6.100935582019403955e+04 7.399393871799954114e-01 2.127992955127485653e-01 7.698249051501497853e-01 4.910119620758883752e-01 9.822847789959978648e-01 2.799074922252066111e-01
0.000000000000000000e+00 -6.078067790387059358e+04 1.315445908510067818e-01 7.771762289650158140e-01 5.884306491737245626e-02 5.385924426336425874e-01 7.147771783975377380e-01 7.584787478955473672e-01
0.000000000000000000e+00 -6.069776029468151683e+04 1.713167228083052329e-01 8.280912480122036845e-01 1.772414306440239784e-02 5.119541798125335497e-01 7.771003203702897544e-02 5.454031235654057674e-01
0.000000000000000000e+00 -6.058499072972770227e+04 6.245100705396482432e-01 4.723215111061961347e-01 4.572230122695802867e-01 1.627895423579805989e-02 3.885698923108582559e-02 6.705796499311784675e-01
0.000000000000000000e+00 -6.046701663261723297e+04 1.117464192261891087e-01 6.826083226315771135e-02 5.345664479058526153e-01 6.538988176954423359e-01 6.471025167397539413e-01 7.190820557093596799e-01
0.000000000000000000e+00 -6.042801396503602882e+04 3.215377200615958664e-01 6.702023431688505228e-01 2.933007532673400641e-01 7.312842205268665907e-02 6.139178485737469826e-01 2.529425883224581950e-01
0.000000000000000000e+00 -6.005413457257545815e+04 3.148713102912339412e-01 3.203113184984018869e-01 5.658728845773591809e-01 5.407989385468168209e-01 7.481189405070797216e-01 7.537074951406660395e-01
0.000000000000000000e+00 -5.997707543490365788e+04 1.580105430485250206e-01 5.414419345045569099e-01 3.113898794704945683e-01 6.018820552886371411e-01 1.249385907343139035e-01 7.401166724859289392e-01
0.000000000000000000e+00 -5.997495585674148606e+04 1.502827000374959976e-01 9.672822727434589041e-01 2.804541275796277322e-01 7.491451473802246408e-02 7.650582189329805383e-01 1.894814173868064611e-02
0.000000000000000000e+00 -5.991332873675265728e+04 3.526347469629398379e-01 6.356773790524425927e-01 1.179166786932541733e-01 3.549065980504103601e-01 3.880424576001484382e-02 6.468582602346703014e-01
0.000000000000000000e+00 -5.943694066172238672e+04 3.008793248056828018e-01 6.934449349724207678e-01 3.828946844181025932e-01 1.793639572880806332e-01 2.173720524287089395e-01 9.286727175756250841e-01
0.000000000000000000e+00 -5.933179182373617368e+04 1.859897497464019223e-01 7.490796611365838631e-01 9.459643757059666980e-01 2.807705037953687199e-01 6.672744350523991397e-01 7.722302327712134984e-01
0.000000000000000000e+00 -5.932532260096156824e+04 4.212385992165443849e-01 4.384312622845337737e-01 5.724626262240737340e-01 4.239876667906476992e-01 5.908177239657051993e-01 5.822127903146392391e-01
0.000000000000000000e+00 -5.919409272081848030e+04 6.604396675951297313e-01 2.013440071958699784e-01 1.171964481404651481e-01 7.110401785015074694e-01 7.126048764233283705e-01 6.122698488681564966e-01
0.000000000000000000e+00 -5.905430069401684159e+04 9.726084583335895539e-01 2.835137688500473097e-01 3.359570187491802695e-01 4.388949403755642020e-01 3.389694611228847299e-01 3.295117289937046223e-01
0.000000000000000000e+00 -5.894850312382278935e+04 5.904858480636769880e-01 3.629744719304172085e-01 9.267277608533155409e-01 3.974952573958603352e-01 7.659030407138667229e-02 7.128990305998366139e-01
0.000000000000000000e+00 -5.883205027094531397e+04 6.642778152940181924e-01 4.446671757271795089e-01 6.069019260573982333e-01 3.183173410554362981e-02 6.516997139732612077e-01 2.518500724976646676e-02
0.000000000000000000e+00 -5.815773881013446226e+04 8.446118125279247213e-01 3.520834754977464343e-01 5.479666350585242762e-01 3.705493365873713252e-02 4.898662903406301172e-01 8.731669557672261384e-01
0.000000000000000000e+00 -5.799994656396258506e+04 9.804310339447056544e-01 3.239996504483085848e-01 3.784065630478128384e-01 3.038255900874287097e-01 1.376165698883001776e-01 9.552552976904649107e-02
0.000000000000000000e+00 -5.772485330316464388e+04 4.598194355982935244e-01 5.022533243368618727e-01 4.697771832779991108e-01 2.760717089555030368e-01 5.242277062823617051e-01 6.732917249167690299e-01
0.000000000000000000e+00 -5.740705493898865825e+04 5.791887534569480911e-01 1.980010465400869890e-01 9.416448393444569742e-01 5.051760884729291634e-01 1.616070018024744481e-01 6.001708814699368011e-01
0.000000000000000000e+00 -5.698209713197140809e+04 4.743140893505172206e-01 4.726249737523426919e-01 8.616588672063841825e-01 2.189148003227114891e-01 9.079640332101734934e-01 5.594019955708452452e-01
0.000000000000000000e+00 -5.650083511617874319e+04 9.368590548577426791e-01 3.275112354036238127e-01 6.455787846578678879e-01 1.139758149464364934e-01 3.867997670076760430e-01 8.039303137078566142e-01
0.000000000000000000e+00 -5.643112977154755208e+04 2.958613094628588236e-01 3.973366107021290006e-01 7.274153255897608528e-02 6.737147612730570723e-01 8.648477955871707312e-01 3.277870802775084691e-01
0.000000000000000000e+00 -5.604031448644102056e+04 3.673270303818346738e-01 6.155475025707899395e-01 5.506962748354683468e-01 5.102224602579152890e-02 2.045412082796567166e-01 2.257654031551785678e-01
0.000000000000000000e+00 -5.602199064409833954e+04 9.456178595694001432e-01 3.240986417801118291e-01 6.148271826781063210e-01 5.775062233254579791e-02 4.363979200835382821e-01 5.921018502731908439e-01
0.000000000000000000e+00 -5.599471990037184150e+04 9.431370925934113858e-01 3.008286837144250603e-01 7.476451290049245246e-01 3.020035755130697774e-01 3.854273502136419394e-01 5.623238669469484696e-01
0.000000000000000000e+00 -5.594233216228730453e+04 7.288575345662628990e-02 5.469401134089972860e-01 4.598421249300308489e-01 5.769154761773320761e-01 4.003617126496106238e-01 1.368688758209869460e-01
0.000000000000000000e+00 -5.574083840054307802e+04 3.409027629467270559e-01 5.914379167714590713e-01 5.141828333253788408e-01 1.500579760248470507e-01 5.661214050190771507e-01 9.413907602037405731e-01
0.000000000000000000e+00 -5.571062751092229155e+04 1.961815141164262588e-01 8.227571275937336504e-01 6.405603057492693653e-01 7.016853415829371610e-02 2.056294697435409047e-01 4.562101363332313753e-01
0.000000000000000000e+00 -5.570626655856931029e+04 7.289980362242942658e-02 1.643706609880719594e-01 1.031006002950385358e-02 9.182247565387396948e-01 1.667141002005702033e-01 2.439217010632969140e-01
0.000000000000000000e+00 -5.467039757223484776e+04 6.231207484768037652e-01 3.670053754936920543e-01 4.712607084388903411e-01 3.922451590156166290e-01 4.713739539311778692e-01 4.016042557464130081e-01
0.000000000000000000e+00 -5.451392300342873204e+04 7.095853521245198969e-02 5.918657483237409478e-01 2.778102819430213755e-01 5.990783147209789439e-01 4.873151318375402719e-01 7.411820133561930479e-01
0.000000000000000000e+00 -5.423513545641800738e+04 6.988929146403141113e-01 8.339264702699566989e-02 6.031997503885548895e-01 5.835211516576029878e-01 8.753793385201941168e-01 9.085986068957688788e-01
0.000000000000000000e+00 -5.385017120392673678e+04 8.610942544879407468e-02 4.144160198841624343e-01 7.049352718216762570e-01 5.223371743322161587e-01 7.101979783848709760e-01 6.897290658359445104e-01
0.000000000000000000e+00 -5.374799009126921010e+04 4.569746018458021863e-01 4.029769559591724892e-01 8.531882916882731482e-01 3.934396721090195337e-01 7.156057890795318732e-01 5.919298165989006488e-02
0.000000000000000000e+00 -5.352076225383855490e+04 7.185558091313503093e-01 3.734590425312906969e-01 8.681991782844677985e-02 3.592581614972045756e-02 5.412017839132478025e-01 6.803428597629840313e-01
0.000000000000000000e+00 -5.343334470707599394e+04 3.912871072536376893e-01 3.935791557542314134e-01 1.667312027457711343e-01 5.464869931810734105e-01 6.621277549636370718e-01 9.017852923572111656e-01
0.000000000000000000e+00 -5.343076016221129976e+04 8.305479290433316342e-01 2.737802824953550207e-02 3.451651215223010549e-01 6.824876985842868171e-01 9.453809613231837217e-01 8.344047141220393149e-01
0.000000000000000000e+00 -5.331712794943416520e+04 3.951196524520275144e-01 1.720314588006063294e-01 6.096223064288583959e-01 5.748132145228033174e-01 5.482904427377301992e-01 4.956073346054837847e-01
0.000000000000000000e+00 -5.307312704949356703e+04 9.325968826144493962e-01 2.125060003464069869e-01 4.523058355118232399e-01 4.838424226742388257e-01 6.905743231350404132e-01 6.693520058341577705e-01
0.000000000000000000e+00 -5.280073035787804110e+04 9.649635023202045581e-01 6.436458353655505338e-02 8.069746075710759747e-02 7.862116746329782524e-01 9.891134800755004841e-01 8.960986400145430908e-01
0.000000000000000000e+00 -5.256568832867708261e+04 4.482071440582932054e-01 3.590582950203852208e-01 7.241509888763334457e-01 4.532719262698580165e-01 1.136800741909960166e-01 2.978394970600877212e-01
0.000000000000000000e+00 -5.215748186549452657e+04 7.208649290788349262e-02 1.396777821421391064e-01 7.958592626647778001e-01 5.746868201257779862e-01 2.311802809362739630e-01 4.402183712383420655e-01
0.000000000000000000e+00 -5.202194909668756736e+04 2.096887406487046857e-01 1.053193876722841038e-01 9.562555392921440189e-01 5.375757258687071660e-01 4.666188958172400314e-01 8.605666212742336674e-01
0.000000000000000000e+00 -5.195762915409975540e+04 9.685192743438034713e-01 2.527868052018021894e-01 8.739738107323612448e-01 3.723239365031962844e-01 1.480554288345712344e-01 8.279875044753502999e-01
0.000000000000000000e+00 -5.195702033120419219e+04 9.759484238507943887e-01 8.795535951049815448e-02 6.231234597830344057e-01 5.564016507628932739e-01 9.145183551006467182e-01 7.124176921281729635e-01
0.000000000000000000e+00 -5.169663685994681873e+04 4.134566036738351880e-02 5.432287458193191254e-01 8.387040690490489281e-01 4.687726551991416857e-01 7.860622426709606980e-01 8.618574549955472230e-01
0.000000000000000000e+00 -5.159202061714571755e+04 1.759859521828627260e-01 8.034695338354234107e-01 7.710437089112343045e-04 3.210060128362912657e-01 2.479248269877928346e-01 4.332251039667243120e-01
0.000000000000000000e+00 -5.129683685189761309e+04 2.049400765924562773e-01 6.704387871216670458e-01 5.138578942293057228e-01 3.726014296656173785e-01 2.637052875566494592e-01 3.850338497660343862e-01
0.000000000000000000e+00 -5.087701182754034380e+04 2.635245096009681820e-01 6.793055232704018342e-01 8.947544730994130280e-01 2.094549598049038064e-01 7.031799065267230198e-02 4.877054714921671419e-01
0.000000000000000000e+00 -5.081520868292918749e+04 7.811776941233148364e-01 3.380171490527125178e-01 9.545851621767127426e-01 1.123938169845462021e-03 5.843129401666037337e-01 7.602594703178784385e-01
0.000000000000000000e+00 -5.073431166756246967e+04 4.192291116210882240e-01 4.692426958113704583e-02 5.915675888893499046e-01 6.181267483660229933e-01 4.073946601170201909e-01 3.329943614980483968e-01
0.000000000000000000e+00 -5.070832616149268870e+04 2.530628001693148166e-01 6.429093310162300456e-01 1.916903280308656088e-01 4.077962003059413254e-01 7.315753672895952686e-02 7.068204910452493550e-01
0.000000000000000000e+00 -5.067907986127647018e+04 2.458523174942438549e-01 2.335507929283532347e-01 8.509326508521543042e-01 5.159122304081640298e-01 9.320914985451215218e-01 1.265118019801800830e-01
0.000000000000000000e+00 -5.059269394231916522e+04 6.087143522561722087e-01 3.940856550076359266e-01 6.062199735041335913e-01 3.337425885752965948e-01 1.812875446240380661e-02 3.784963386990288781e-01
0.000000000000000000e+00 -5.043828209254631656e+04 9.383719240654808669e-01 1.220552078010147534e-01 5.810457313275249058e-01 5.663413394664114087e-01 1.916487149585339722e-01 6.156666302624527187e-01
0.000000000000000000e+00 -5.041166353977936524e+04 1.254173336526688276e-01 2.700334374142915328e-01 3.082208776914808768e-01 6.552493631097005000e-01 8.506566842378536775e-01 2.320667381172900612e-01
0.000000000000000000e+00 -5.011779121403935278e+04 5.482632264323118454e-01 1.438813598175666675e-01 8.285900874008089723e-02 7.672138523373768226e-01 5.211556414857863029e-01 8.331004304003485350e-01
0.000000000000000000e+00 -4.995028251955955056e+04 9.137154189743968979e-01 2.869786019405372590e-01 5.640893887719912181e-01 2.041707434125128451e-01 9.717484750182031616e-01 4.977266763733958488e-01
0.000000000000000000e+00 -4.978310564617590717e+04 5.148001595457795121e-01 4.723576285003787678e-01 8.541802157916333904e-02 2.895068712510936448e-01 4.327772568479160142e-02 3.465802191088196427e-02
0.000000000000000000e+00 -4.975459656360842928e+04 7.408891810030671099e-02 2.209640791417233352e-02 7.488153573303846233e-01 5.875295732203724697e-01 7.780009936031629936e-01 7.383963765908818644e-02
0.000000000000000000e+00 -4.907976780265708658e+04 9.130795794350271555e-01 2.573121514812621857e-01 3.918363389065611102e-01 3.606128020162351344e-01 9.927872232419867604e-01 4.964211190940838181e-01
0.000000000000000000e+00 -4.882949541504368972e+04 4.771475569791580051e-01 4.321493477037622322e-01 8.210635432957560376e-01 2.072495526868733950e-02 9.569318176324347336e-01 5.935109129412169393e-01
0.000000000000000000e+00 -4.830061679811756039e+04 6.095391442788317127e-01 3.968843176677127049e-01 5.796279832942120569e-01 2.743033600947926143e-01 2.621446162210772091e-01 2.374214251375783569e-01
0.000000000000000000e+00 -4.805442167608225282e+04 6.940782781111228816e-01 1.509706961588535012e-01 4.199090561922580456e-03 7.802586442816300538e-01 8.902219465867373671e-01 4.285548356949573368e-01
0.000000000000000000e+00 -4.793492391971167672e+04 1.703918621391072863e-01 6.096071640944914494e-01 4.243874369928776202e-01 4.509477276916747934e-01 3.089508581361447570e-01 4.619548644477374788e-01
0.000000000000000000e+00 -4.787467470006352960e+04 4.454104187441326745e-01 4.533958782996132530e-01 5.936140935716976985e-01 6.771114277821665972e-02 8.407094098845606656e-01 5.814283944943000604e-01
0.000000000000000000e+00 -4.784053023199168092e+04 3.828846069066981217e-01 4.526674103804886329e-01 6.299045769889967117e-01 3.266931400359337490e-01 8.374308094671052416e-01 4.172125891850847479e-01
0.000000000000000000e+00 -4.773173797977394133e+04 9.923085903739683467e-01 1.542529475432286024e-02 5.332575608683289836e-01 6.324515532386910666e-01 1.826581099706464650e-01 6.769720229071929385e-01
0.000000000000000000e+00 -4.771843704220151267e+04 4.522161506983067847e-01 3.116121748736545571e-01 2.324163424796731325e-01 5.488486027450896199e-01 8.113353950353191513e-01 3.911358237522630787e-01
0.000000000000000000e+00 -4.767476524780657928e+04 3.530539404973013218e-01 5.579584233414407457e-01 7.247244683023943423e-01 1.506974751330749651e-01 9.336051660592648016e-01 8.832851868981206334e-02
0.000000000000000000e+00 -4.766995947542217618e+04 1.823192311590171588e-01 3.445810307062560085e-01 8.951747173644848399e-01 4.734439589157700690e-01 4.501046746973206281e-01 9.618309731244194527e-01
0.000000000000000000e+00 -4.764869775497585215e+04 8.802231136682616697e-01 2.857345479544712852e-01 4.847422070768062641e-01 2.959785765557902959e-01 7.132594364238602491e-01 4.256962741133384354e-01
0.000000000000000000e+00 -4.762131269568943389e+04 9.718066448916856670e-01 2.636336801666431251e-01 4.952762907631118594e-01 2.952594510552325469e-01 7.504253593745204842e-01 4.684314303587097106e-01
0.000000000000000000e+00 -4.759567480044787226e+04 9.627718763650272571e-01 2.268103084185978391e-01 2.616666520053768652e-01 5.087130530872594480e-01 1.840307720164278127e-01 7.549186205961901930e-01
0.000000000000000000e+00 -4.756446115175493469e+04 6.334500444793211837e-02 3.902073541450199468e-01 9.709627192864246359e-01 4.840937068508299745e-01 3.451385923581694604e-01 9.096419087770010181e-01
0.000000000000000000e+00 -4.755220741931450175e+04 5.098089901681644998e-01 4.463504472081469832e-01 4.398469378930691676e-01 3.717160744004610606e-02 2.800614734641806436e-01 9.192515854105522966e-01
0.000000000000000000e+00 -4.753814800783150713e+04 4.464013152512329441e-01 4.563435152644553794e-01 3.659739446893369719e-01 9.781857635076030011e-02 8.411584197099043481e-01 4.858312038297190050e-01
0.000000000000000000e+00 -4.722573171830378851e+04 1.652074226980547733e-01 3.540758587093603138e-01 8.880146681798216646e-01 4.694349177125985983e-01 5.774631618459231674e-01 8.128088954034092817e-01
0.000000000000000000e+00 -4.704455085793961189e+04 8.025059846459869917e-01 2.390564526548052404e-01 9.525742005394233214e-02 5.651740830214890821e-01 5.975672925925680223e-01 7.385157610934534045e-01
0.000000000000000000e+00 -4.693169551099192176e+04 6.969859501757208475e-01 3.397299157139194170e-01 6.952795815644338129e-01 2.086159412657634382e-01 6.789129968039513408e-01 6.387135342356752288e-01
