"rho_DM_0_mean","rho_DM_0_stdev","rho_DM_0_median","rho_DM_0_errlo","rho_DM_0_errup","r_s_mean","r_s_stdev","r_s_median","r_s_errlo","r_s_errup","rho_b0_mean","rho_b0_stdev","rho_b0_median","rho_b0_errlo","rho_b0_errup","r_b_mean","r_b_stdev","r_b_median","r_b_errlo","r_b_errup","Sigma_0_mean","Sigma_0_stdev","Sigma_0_median","Sigma_0_errlo","Sigma_0_errup","R_d_mean","R_d_stdev","R_d_median","R_d_errlo","R_d_errup"
4.939128776163447648e+06,6.101626075442566798e+04,4.958033062408084981e+06,4.886928514446055517e+06,4.989727539510944858e+06,2.243351317398706968e+01,4.107610533321103818e-01,2.242383769686085770e+01,2.203959673459431912e+01,2.283918734352009139e+01,5.123535640549500977e+12,1.232587945357331085e+11,5.087040216708482422e+12,5.020849537386403320e+12,5.229302327434511719e+12,3.901702867868633157e-02,4.294521860556967628e-04,3.907162057803976324e-02,3.862496931996999006e-02,3.941046524280000796e-02,4.985980863660099089e+02,1.397363833638352704e+00,4.990195215052158346e+02,4.973805778805697173e+02,4.997596273769304958e+02,3.809637407298186673e+00,1.030669917862190449e-01,3.809872666500100369e+00,3.705466017663359146e+00,3.911627371110553142e+00
